CPV_ID,short_code,level,description
03000000,03,division,"Agricultural, farming, fishing, forestry and related products"
03100000,03-1,group,Agricultural and horticultural products
03110000,03-1-1,class,"Crops, products of market gardening and horticulture"
03111000,03-1-1-1,category,Seeds
03111100,03-1-1-1-100,subcategory,Soya beans
03111200,03-1-1-1-200,subcategory,Peanuts
03111300,03-1-1-1-300,subcategory,Sunflower seeds
03111400,03-1-1-1-400,subcategory,Cotton seeds
03111500,03-1-1-1-500,subcategory,Sesame seeds
03111600,03-1-1-1-600,subcategory,Mustard seeds
03111700,03-1-1-1-700,subcategory,Vegetable seeds
03111800,03-1-1-1-800,subcategory,Fruit seeds
03111900,03-1-1-1-900,subcategory,Flower seeds
03112000,03-1-1-2,category,Unmanufactured tobacco
03113000,03-1-1-3,category,Plants used for sugar manufacturing
03113100,03-1-1-3-100,subcategory,Sugar beet
03113200,03-1-1-3-200,subcategory,Sugar cane
03114000,03-1-1-4,category,Straw and forage
03114100,03-1-1-4-100,subcategory,Straw
03114200,03-1-1-4-200,subcategory,Forage
03115000,03-1-1-5,category,Raw vegetable materials
03115100,03-1-1-5-100,subcategory,Raw vegetable materials used in textile production
03115110,03-1-1-5-110,subcategory,Cotton
03115120,03-1-1-5-120,subcategory,Jute
03115130,03-1-1-5-130,subcategory,Flax
03116000,03-1-1-6,category,"Natural rubber and latex, and associated products"
03116100,03-1-1-6-100,subcategory,Natural rubber
03116200,03-1-1-6-200,subcategory,Natural latex
03116300,03-1-1-6-300,subcategory,Latex products
03117000,03-1-1-7,category,Plants used in specific fields
03117100,03-1-1-7-100,subcategory,"Plants used in perfumery or pharmacy, or for insecticidal or similar purposes"
03117110,03-1-1-7-110,subcategory,Plants used in perfumery
03117120,03-1-1-7-120,subcategory,Plants used in pharmacy
03117130,03-1-1-7-130,subcategory,Plants used for insecticidal purposes
03117140,03-1-1-7-140,subcategory,Plants used for fungicidal or similar purposes
03117200,03-1-1-7-200,subcategory,Seeds of plants used in specific fields
03120000,03-1-2,class,Horticultural and nursery products
03121000,03-1-2-1,category,Horticultural products
03121100,03-1-2-1-100,subcategory,"Live plants, bulbs, roots, cuttings and slips"
03121200,03-1-2-1-200,subcategory,Cut flowers
03121210,03-1-2-1-210,subcategory,Floral arrangements
03130000,03-1-3,class,Beverage and spice crops
03131000,03-1-3-1,category,Beverage crops
03131100,03-1-3-1-100,subcategory,Coffee beans
03131200,03-1-3-1-200,subcategory,Tea bushes
03131300,03-1-3-1-300,subcategory,Maté
03131400,03-1-3-1-400,subcategory,Cocoa beans
03132000,03-1-3-2,category,Unprocessed spices
03140000,03-1-4,class,Animal products and related products
03141000,03-1-4-1,category,Bulls' semen
03142000,03-1-4-2,category,Animal products
03142100,03-1-4-2-100,subcategory,Natural honey
03142200,03-1-4-2-200,subcategory,Snails
03142300,03-1-4-2-300,subcategory,Edible products of animal origin
03142400,03-1-4-2-400,subcategory,Waxes
03142500,03-1-4-2-500,subcategory,Eggs
03143000,03-1-4-3,category,Products of mixed farming
03144000,03-1-4-4,category,Agricultural supplies
03200000,03-2,group,"Cereals, potatoes, vegetables, fruits and nuts"
03210000,03-2-1,class,Cereals and potatoes
03211000,03-2-1-1,category,Cereals
03211100,03-2-1-1-100,subcategory,Wheat
03211110,03-2-1-1-110,subcategory,Durum wheat
03211120,03-2-1-1-120,subcategory,Soft wheat
03211200,03-2-1-1-200,subcategory,Maize
03211300,03-2-1-1-300,subcategory,Rice
03211400,03-2-1-1-400,subcategory,Barley
03211500,03-2-1-1-500,subcategory,Rye
03211600,03-2-1-1-600,subcategory,Oats
03211700,03-2-1-1-700,subcategory,Malt
03211900,03-2-1-1-900,subcategory,Grain products
03212000,03-2-1-2,category,Potatoes and dried vegetables
03212100,03-2-1-2-100,subcategory,Potatoes
03212200,03-2-1-2-200,subcategory,Dried leguminous vegetables and pulses
03212210,03-2-1-2-210,subcategory,Dried leguminous vegetables
03212211,03-2-1-2-211,subcategory,Lentils
03212212,03-2-1-2-212,subcategory,Chick peas
03212213,03-2-1-2-213,subcategory,Dried peas
03212220,03-2-1-2-220,subcategory,Pulses
03220000,03-2-2,class,"Vegetables, fruits and nuts"
03221000,03-2-2-1,category,Vegetables
03221100,03-2-2-1-100,subcategory,Root and tuber vegetables
03221110,03-2-2-1-110,subcategory,Root vegetables
03221111,03-2-2-1-111,subcategory,Beetroot
03221112,03-2-2-1-112,subcategory,Carrots
03221113,03-2-2-1-113,subcategory,Onions
03221114,03-2-2-1-114,subcategory,Turnips
03221120,03-2-2-1-120,subcategory,Tuber vegetables
03221200,03-2-2-1-200,subcategory,Fruit vegetables
03221210,03-2-2-1-210,subcategory,Beans
03221211,03-2-2-1-211,subcategory,Broad beans
03221212,03-2-2-1-212,subcategory,Green beans
03221213,03-2-2-1-213,subcategory,Runner beans
03221220,03-2-2-1-220,subcategory,Peas
03221221,03-2-2-1-221,subcategory,Garden peas
03221222,03-2-2-1-222,subcategory,Mange-tout
03221230,03-2-2-1-230,subcategory,Peppers
03221240,03-2-2-1-240,subcategory,Tomatoes
03221250,03-2-2-1-250,subcategory,Courgettes
03221260,03-2-2-1-260,subcategory,Mushrooms
03221270,03-2-2-1-270,subcategory,Cucumbers
03221300,03-2-2-1-300,subcategory,Leaf vegetables
03221310,03-2-2-1-310,subcategory,Lettuce
03221320,03-2-2-1-320,subcategory,Salad leaves
03221330,03-2-2-1-330,subcategory,Artichokes
03221340,03-2-2-1-340,subcategory,Spinach
03221400,03-2-2-1-400,subcategory,Cabbage vegetables
03221410,03-2-2-1-410,subcategory,Cabbage
03221420,03-2-2-1-420,subcategory,Cauliflower
03221430,03-2-2-1-430,subcategory,Broccoli
03221440,03-2-2-1-440,subcategory,Brussels sprouts
03222000,03-2-2-2,category,Fruit and nuts
03222100,03-2-2-2-100,subcategory,Tropical fruit and nuts
03222110,03-2-2-2-110,subcategory,Tropical fruit
03222111,03-2-2-2-111,subcategory,Bananas
03222112,03-2-2-2-112,subcategory,Pineapples
03222113,03-2-2-2-113,subcategory,Mangoes
03222114,03-2-2-2-114,subcategory,Dates
03222115,03-2-2-2-115,subcategory,Raisins
03222116,03-2-2-2-116,subcategory,Figs
03222117,03-2-2-2-117,subcategory,Avocados
03222118,03-2-2-2-118,subcategory,Kiwi fruit
03222120,03-2-2-2-120,subcategory,Coconuts
03222200,03-2-2-2-200,subcategory,Citrus fruit
03222210,03-2-2-2-210,subcategory,Lemons
03222220,03-2-2-2-220,subcategory,Oranges
03222230,03-2-2-2-230,subcategory,Grapefruit
03222240,03-2-2-2-240,subcategory,Tangerines
03222250,03-2-2-2-250,subcategory,Limes
03222300,03-2-2-2-300,subcategory,Non-tropical fruit
03222310,03-2-2-2-310,subcategory,Berry fruit
03222311,03-2-2-2-311,subcategory,Currants
03222312,03-2-2-2-312,subcategory,Gooseberries
03222313,03-2-2-2-313,subcategory,Strawberries
03222314,03-2-2-2-314,subcategory,Raspberries
03222315,03-2-2-2-315,subcategory,Cranberries
03222320,03-2-2-2-320,subcategory,"Apples, pears and quinces"
03222321,03-2-2-2-321,subcategory,Apples
03222322,03-2-2-2-322,subcategory,Pears
03222323,03-2-2-2-323,subcategory,Quinces
03222330,03-2-2-2-330,subcategory,Stone fruit
03222331,03-2-2-2-331,subcategory,Apricots
03222332,03-2-2-2-332,subcategory,Peaches
03222333,03-2-2-2-333,subcategory,Cherries
03222334,03-2-2-2-334,subcategory,Plums
03222340,03-2-2-2-340,subcategory,Grapes
03222341,03-2-2-2-341,subcategory,Table grapes
03222342,03-2-2-2-342,subcategory,Wine grapes
03222400,03-2-2-2-400,subcategory,Olives
03300000,03-3,group,"Farming, hunting and fishing products"
03310000,03-3-1,class,"Fish, crustaceans and aquatic products"
03311000,03-3-1-1,category,Fish
03311100,03-3-1-1-100,subcategory,Flat fish
03311110,03-3-1-1-110,subcategory,Sole
03311120,03-3-1-1-120,subcategory,Plaice
03311200,03-3-1-1-200,subcategory,Fish of the cod family
03311210,03-3-1-1-210,subcategory,Cod
03311220,03-3-1-1-220,subcategory,Pollock
03311230,03-3-1-1-230,subcategory,Hake
03311240,03-3-1-1-240,subcategory,Haddock
03311300,03-3-1-1-300,subcategory,Herring
03311400,03-3-1-1-400,subcategory,Tuna
03311500,03-3-1-1-500,subcategory,Whiting
03311600,03-3-1-1-600,subcategory,Whitebait
03311700,03-3-1-1-700,subcategory,Salmon
03312000,03-3-1-2,category,Crustaceans
03312100,03-3-1-2-100,subcategory,Oysters
03312200,03-3-1-2-200,subcategory,Shellfish
03312300,03-3-1-2-300,subcategory,Aquatic invertebrates
03313000,03-3-1-3,category,Aquatic products
03313100,03-3-1-3-100,subcategory,Corals or similar products
03313200,03-3-1-3-200,subcategory,Natural sponges
03313300,03-3-1-3-300,subcategory,Seaweeds
03313310,03-3-1-3-310,subcategory,Algae
03320000,03-3-2,class,"Cattle, livestock and small animals"
03321000,03-3-2-1,category,Cattle
03321100,03-3-2-1-100,subcategory,Bovine cattle
03321200,03-3-2-1-200,subcategory,Calves
03322000,03-3-2-2,category,Livestock
03322100,03-3-2-2-100,subcategory,Sheep
03322200,03-3-2-2-200,subcategory,Goats
03322300,03-3-2-2-300,subcategory,Horses
03323000,03-3-2-3,category,Pigs
03324000,03-3-2-4,category,Live poultry
03325000,03-3-2-5,category,Small animals
03325100,03-3-2-5-100,subcategory,Rabbits
03325200,03-3-2-5-200,subcategory,Hares
03330000,03-3-3,class,Farm animal products
03331000,03-3-3-1,category,Fresh milk from sheep and goats
03331100,03-3-3-1-100,subcategory,Sheep's milk
03331200,03-3-3-1-200,subcategory,Goats' milk
03332000,03-3-3-2,category,Wool and animal hair
03332100,03-3-3-2-100,subcategory,Shorn wool
03332200,03-3-3-2-200,subcategory,Animal hair
03333000,03-3-3-3,category,Fresh cows' milk
03340000,03-3-4,class,Animal ear tags
03341000,03-3-4-1,category,Bovine ear tags
03400000,03-4,group,Forestry and logging products
03410000,03-4-1,class,Wood
03411000,03-4-1-1,category,Coniferous wood
03412000,03-4-1-2,category,Tropical wood
03413000,03-4-1-3,category,Fuel wood
03414000,03-4-1-4,category,Rough wood
03415000,03-4-1-5,category,Softwood
03416000,03-4-1-6,category,Wood waste
03417000,03-4-1-7,category,Scrap wood
03417100,03-4-1-7-100,subcategory,Sawdust
03418000,03-4-1-8,category,Logs
03418100,03-4-1-8-100,subcategory,Hardwood
03419000,03-4-1-9,category,Timber
03419100,03-4-1-9-100,subcategory,Timber products
03419200,03-4-1-9-200,subcategory,Mining timber
03420000,03-4-2,class,Gums
03421000,03-4-2-1,category,Balsams
03422000,03-4-2-2,category,Lac
03430000,03-4-3,class,Cork
03431000,03-4-3-1,category,Natural cork
03432000,03-4-3-2,category,Basketware
03432100,03-4-3-2-100,subcategory,Wickerwork
03440000,03-4-4,class,Forestry products
03441000,03-4-4-1,category,"Ornamental plants, grasses, mosses or lichens"
03450000,03-4-5,class,Tree-nursery products
03451000,03-4-5-1,category,Plants
03451100,03-4-5-1-100,subcategory,Bedding plants
03451200,03-4-5-1-200,subcategory,Flower bulbs
03451300,03-4-5-1-300,subcategory,Shrubs
03452000,03-4-5-2,category,Trees
03460000,03-4-6,class,Pulp
03461000,03-4-6-1,category,Wood pulp
03461100,03-4-6-1-100,subcategory,Chemical wood pulp
09000000,09,division,"Petroleum products, fuel, electricity and other sources of energy"
09100000,09-1,group,Fuels
09110000,09-1-1,class,Solid fuels
09111000,09-1-1-1,category,Coal and coal-based fuels
09111100,09-1-1-1-100,subcategory,Coal
09111200,09-1-1-1-200,subcategory,Coal-based fuels
09111210,09-1-1-1-210,subcategory,Hard coal
09111220,09-1-1-1-220,subcategory,Briquettes
09111300,09-1-1-1-300,subcategory,Fossil fuels
09111400,09-1-1-1-400,subcategory,Wood fuels
09112000,09-1-1-2,category,Lignite and peat
09112100,09-1-1-2-100,subcategory,Lignite
09112200,09-1-1-2-200,subcategory,Peat
09113000,09-1-1-3,category,Coke
09120000,09-1-2,class,Gaseous fuels
09121000,09-1-2-1,category,"Coal gas, mains gas or similar gases"
09121100,09-1-2-1-100,subcategory,Coal gas or similar gases
09121200,09-1-2-1-200,subcategory,Mains gas
09122000,09-1-2-2,category,Propane and butane
09122100,09-1-2-2-100,subcategory,Propane gas
09122110,09-1-2-2-110,subcategory,Liquefied propane gas
09122200,09-1-2-2-200,subcategory,Butane gas
09122210,09-1-2-2-210,subcategory,Liquefied butane gas
09123000,09-1-2-3,category,Natural gas
09130000,09-1-3,class,Petroleum and distillates
09131000,09-1-3-1,category,Aviation kerosene
09131100,09-1-3-1-100,subcategory,Kerosene jet type fuels
09132000,09-1-3-2,category,Petrol
09132100,09-1-3-2-100,subcategory,Unleaded petrol
09132200,09-1-3-2-200,subcategory,Leaded petrol
09132300,09-1-3-2-300,subcategory,Petrol with ethanol
09133000,09-1-3-3,category,Liquefied Petroleum Gas (LPG)
09134000,09-1-3-4,category,Gas oils
09134100,09-1-3-4-100,subcategory,Diesel oil
09134200,09-1-3-4-200,subcategory,Diesel fuel
09134210,09-1-3-4-210,subcategory,"Diesel fuel (0,2)"
09134220,09-1-3-4-220,subcategory,Diesel fuel (EN 590)
09134230,09-1-3-4-230,subcategory,Biodiesel
09134231,09-1-3-4-231,subcategory,Biodiesel (B20)
09134232,09-1-3-4-232,subcategory,Biodiesel (B100)
09135000,09-1-3-5,category,Fuel oils
09135100,09-1-3-5-100,subcategory,Heating oil
09135110,09-1-3-5-110,subcategory,Low-sulphur combustible oils
09200000,09-2,group,"Petroleum, coal and oil products"
09210000,09-2-1,class,Lubricating preparations
09211000,09-2-1-1,category,Lubricating oils and lubricating agents
09211100,09-2-1-1-100,subcategory,Motor oils
09211200,09-2-1-1-200,subcategory,Compressor lube oils
09211300,09-2-1-1-300,subcategory,Turbine lube oils
09211400,09-2-1-1-400,subcategory,Gear oils
09211500,09-2-1-1-500,subcategory,Reductor oils
09211600,09-2-1-1-600,subcategory,Oils for use in hydraulic systems and other purposes
09211610,09-2-1-1-610,subcategory,Liquids for hydraulic purposes
09211620,09-2-1-1-620,subcategory,Mould release oils
09211630,09-2-1-1-630,subcategory,Anti-corrosion oils
09211640,09-2-1-1-640,subcategory,Electrical insulating oils
09211650,09-2-1-1-650,subcategory,Brake fluids
09211700,09-2-1-1-700,subcategory,White oils and liquid paraffin
09211710,09-2-1-1-710,subcategory,White oils
09211720,09-2-1-1-720,subcategory,Liquid paraffin
09211800,09-2-1-1-800,subcategory,Petroleum oils and preparations
09211810,09-2-1-1-810,subcategory,Light oils
09211820,09-2-1-1-820,subcategory,Petroleum oils
09211900,09-2-1-1-900,subcategory,Lubricating traction oils
09220000,09-2-2,class,"Petroleum jelly, waxes and special spirits"
09221000,09-2-2-1,category,Petroleum jelly and waxes
09221100,09-2-2-1-100,subcategory,Petroleum jelly
09221200,09-2-2-1-200,subcategory,Paraffin wax
09221300,09-2-2-1-300,subcategory,Petroleum wax
09221400,09-2-2-1-400,subcategory,Petroleum residues
09222000,09-2-2-2,category,Special spirits
09222100,09-2-2-2-100,subcategory,White spirit
09230000,09-2-3,class,Petroleum (crude)
09240000,09-2-4,class,Oil and coal-related products
09241000,09-2-4-1,category,Bituminous or oil shale
09242000,09-2-4-2,category,Coal-related products
09242100,09-2-4-2-100,subcategory,Coal oil
09300000,09-3,group,"Electricity, heating, solar and nuclear energy"
09310000,09-3-1,class,Electricity
09320000,09-3-2,class,"Steam, hot water and associated products"
09321000,09-3-2-1,category,Hot water
09322000,09-3-2-2,category,Steam
09323000,09-3-2-3,category,District heating
09324000,09-3-2-4,category,Long-distance heating
09330000,09-3-3,class,Solar energy
09331000,09-3-3-1,category,Solar panels
09331100,09-3-3-1-100,subcategory,Solar collectors for heat production
09331200,09-3-3-1-200,subcategory,Solar photovoltaic modules
09332000,09-3-3-2,category,Solar installation
09340000,09-3-4,class,Nuclear fuels
09341000,09-3-4-1,category,Uranium
09342000,09-3-4-2,category,Plutonium
09343000,09-3-4-3,category,Radioactive materials
09344000,09-3-4-4,category,Radio-isotopes
14000000,14,division,"Mining, basic metals and related products"
14200000,14-2,group,Sand and clay
14210000,14-2-1,class,"Gravel, sand, crushed stone and aggregates"
14211000,14-2-1-1,category,Sand
14211100,14-2-1-1-100,subcategory,Natural sand
14212000,14-2-1-2,category,"Granules, chippings, stone powder, pebbles, gravel, broken and crushed stone, stone mixtures, sand-gravel mixtures and other aggregates"
14212100,14-2-1-2-100,subcategory,Pebbles and gravel
14212110,14-2-1-2-110,subcategory,Pebbles
14212120,14-2-1-2-120,subcategory,Gravel
14212200,14-2-1-2-200,subcategory,Aggregates
14212210,14-2-1-2-210,subcategory,Sand-gravel mix
14212300,14-2-1-2-300,subcategory,Broken and crushed stone
14212310,14-2-1-2-310,subcategory,Ballast
14212320,14-2-1-2-320,subcategory,Crushed granite
14212330,14-2-1-2-330,subcategory,Crushed basalt
14212400,14-2-1-2-400,subcategory,Soil
14212410,14-2-1-2-410,subcategory,Topsoil
14212420,14-2-1-2-420,subcategory,Subsoil
14212430,14-2-1-2-430,subcategory,Stone chippings
14213000,14-2-1-3,category,"Macadam, tarmac and tar sands"
14213100,14-2-1-3-100,subcategory,Macadam
14213200,14-2-1-3-200,subcategory,Tarmac
14213300,14-2-1-3-300,subcategory,Tar sands
14220000,14-2-2,class,Clay and kaolin
14221000,14-2-2-1,category,Clay
14222000,14-2-2-2,category,Kaolin
14300000,14-3,group,Chemical and fertiliser minerals
14310000,14-3-1,class,Fertiliser minerals
14311000,14-3-1-1,category,"Natural calcium, aluminium calcium phosphate and crude natural potassium salts"
14311100,14-3-1-1-100,subcategory,Natural calcium
14311200,14-3-1-1-200,subcategory,Aluminium calcium phosphates
14311300,14-3-1-1-300,subcategory,Crude natural potassium salts
14312000,14-3-1-2,category,Iron pyrites
14312100,14-3-1-2-100,subcategory,Unroasted iron pyrites
14320000,14-3-2,class,Chemical minerals
14400000,14-4,group,Salt and pure sodium chloride
14410000,14-4-1,class,Rock salt
14420000,14-4-2,class,Sea salt
14430000,14-4-3,class,Evaporated salt and pure sodium chloride
14450000,14-4-5,class,Salt in brine
14500000,14-5,group,Related mining and quarrying products
14520000,14-5-2,class,"Precious and semi-precious stones, pumice stone, emery, natural abrasives, other minerals and precious metals"
14521000,14-5-2-1,category,Precious and semi-precious stones
14521100,14-5-2-1-100,subcategory,Precious stones
14521140,14-5-2-1-140,subcategory,Dust or powder of precious stones
14521200,14-5-2-1-200,subcategory,Semi-precious stones
14521210,14-5-2-1-210,subcategory,Dust or powder of semi-precious stones
14522000,14-5-2-2,category,"Industrial diamonds, pumice stone, emery and other natural abrasives"
14522100,14-5-2-2-100,subcategory,Pumice stone
14522200,14-5-2-2-200,subcategory,Industrial diamonds
14522300,14-5-2-2-300,subcategory,Emery
14522400,14-5-2-2-400,subcategory,Natural abrasives
14523000,14-5-2-3,category,"Related minerals, precious metals and associated products"
14523100,14-5-2-3-100,subcategory,Minerals
14523200,14-5-2-3-200,subcategory,Gold
14523300,14-5-2-3-300,subcategory,Silver
14523400,14-5-2-3-400,subcategory,Platinum
14600000,14-6,group,Metal ores and alloys
14610000,14-6-1,class,Metal ores
14611000,14-6-1-1,category,Iron ores
14612000,14-6-1-2,category,Non-ferrous metal ores
14612100,14-6-1-2-100,subcategory,Copper ores
14612200,14-6-1-2-200,subcategory,Nickel ores
14612300,14-6-1-2-300,subcategory,Aluminium ores
14612400,14-6-1-2-400,subcategory,Precious-metal ores
14612500,14-6-1-2-500,subcategory,Lead ores
14612600,14-6-1-2-600,subcategory,Zinc ores
14612700,14-6-1-2-700,subcategory,Tin ores
14613000,14-6-1-3,category,Uranium and thorium ores
14613100,14-6-1-3-100,subcategory,Uranium ores
14613200,14-6-1-3-200,subcategory,Thorium ores
14614000,14-6-1-4,category,Miscellaneous ores
14620000,14-6-2,class,Alloys
14621000,14-6-2-1,category,Ferro-alloys
14621100,14-6-2-1-100,subcategory,Non-ECSC ferro-alloys
14621110,14-6-2-1-110,subcategory,Ferro-manganese
14621120,14-6-2-1-120,subcategory,Ferro-chromium
14621130,14-6-2-1-130,subcategory,Ferro-nickel
14622000,14-6-2-2,category,Steel
14630000,14-6-3,class,"Slag, dross, ferrous waste and scrap"
14700000,14-7,group,Basic metals
14710000,14-7-1,class,"Iron, lead, zinc, tin and copper"
14711000,14-7-1-1,category,Iron
14711100,14-7-1-1-100,subcategory,Pig iron
14712000,14-7-1-2,category,Lead
14713000,14-7-1-3,category,Zinc
14714000,14-7-1-4,category,Tin
14715000,14-7-1-5,category,Copper
14720000,14-7-2,class,"Aluminium, nickel, scandium, titanium and vanadium"
14721000,14-7-2-1,category,Aluminium
14721100,14-7-2-1-100,subcategory,Aluminium oxide
14722000,14-7-2-2,category,Nickel
14723000,14-7-2-3,category,Scandium
14724000,14-7-2-4,category,Titanium
14725000,14-7-2-5,category,Vanadium
14730000,14-7-3,class,"Chromium, manganese, cobalt, yttrium and zirconium"
14731000,14-7-3-1,category,Chromium
14732000,14-7-3-2,category,Manganese
14733000,14-7-3-3,category,Cobalt
14734000,14-7-3-4,category,Yttrium
14735000,14-7-3-5,category,Zirconium
14740000,14-7-4,class,"Molybdenum, technetium, ruthenium and rhodium"
14741000,14-7-4-1,category,Molybdenum
14742000,14-7-4-2,category,Technetium
14743000,14-7-4-3,category,Ruthenium
14744000,14-7-4-4,category,Rhodium
14750000,14-7-5,class,"Cadmium, lutetium, hafnium, tantalum and tungsten"
14751000,14-7-5-1,category,Cadmium
14752000,14-7-5-2,category,Lutetium
14753000,14-7-5-3,category,Hafnium
14754000,14-7-5-4,category,Tantalum
14755000,14-7-5-5,category,Tungsten
14760000,14-7-6,class,"Iridium, gallium, indium, thallium and barium"
14761000,14-7-6-1,category,Iridium
14762000,14-7-6-2,category,Gallium
14763000,14-7-6-3,category,Indium
14764000,14-7-6-4,category,Thallium
14765000,14-7-6-5,category,Barium
14770000,14-7-7,class,"Caesium, strontium, rubidium and calcium"
14771000,14-7-7-1,category,Caesium
14772000,14-7-7-2,category,Strontium
14773000,14-7-7-3,category,Rubidium
14774000,14-7-7-4,category,Calcium
14780000,14-7-8,class,"Potassium, magnesium, sodium and lithium"
14781000,14-7-8-1,category,Potassium
14782000,14-7-8-2,category,Magnesium
14783000,14-7-8-3,category,Sodium
14784000,14-7-8-4,category,Lithium
14790000,14-7-9,class,"Niobium, osmium, rhenium and palladium"
14791000,14-7-9-1,category,Niobium
14792000,14-7-9-2,category,Osmium
14793000,14-7-9-3,category,Rhenium
14794000,14-7-9-4,category,Palladium
14800000,14-8,group,Miscellaneous non-metallic mineral products
14810000,14-8-1,class,Abrasive products
14811000,14-8-1-1,category,"Millstones, grindstones and grinding wheels"
14811100,14-8-1-1-100,subcategory,Millstones
14811200,14-8-1-1-200,subcategory,Grindstones
14811300,14-8-1-1-300,subcategory,Grinding wheels
14812000,14-8-1-2,category,Abrasive powder or grain
14813000,14-8-1-3,category,Artificial corundum
14814000,14-8-1-4,category,Artificial graphite
14820000,14-8-2,class,Glass
14830000,14-8-3,class,Fibreglass
14900000,14-9,group,Recovered secondary raw materials
14910000,14-9-1,class,Recovered secondary metal raw materials
14920000,14-9-2,class,Recovered secondary non-metal raw materials
14930000,14-9-3,class,Ash and residues containing metals
15000000,15,division,"Food, beverages, tobacco and related products"
15100000,15-1,group,"Animal products, meat and meat products"
15110000,15-1-1,class,Meat
15111000,15-1-1-1,category,Bovine meat
15111100,15-1-1-1-100,subcategory,Beef
15111200,15-1-1-1-200,subcategory,Veal
15112000,15-1-1-2,category,Poultry
15112100,15-1-1-2-100,subcategory,Fresh poultry
15112110,15-1-1-2-110,subcategory,Geese
15112120,15-1-1-2-120,subcategory,Turkeys
15112130,15-1-1-2-130,subcategory,Chickens
15112140,15-1-1-2-140,subcategory,Ducks
15112300,15-1-1-2-300,subcategory,Poultry livers
15112310,15-1-1-2-310,subcategory,Foie gras
15113000,15-1-1-3,category,Pork
15114000,15-1-1-4,category,Offal
15115000,15-1-1-5,category,Lamb and mutton
15115100,15-1-1-5-100,subcategory,Lamb
15115200,15-1-1-5-200,subcategory,Mutton
15117000,15-1-1-7,category,Goat meat
15118000,15-1-1-8,category,"Horse, ass, mule or hinny meat"
15118100,15-1-1-8-100,subcategory,Horsemeat
15118900,15-1-1-8-900,subcategory,"Ass, mule or hinny meat"
15119000,15-1-1-9,category,Various meats
15119100,15-1-1-9-100,subcategory,Rabbit meat
15119200,15-1-1-9-200,subcategory,Hare meat
15119300,15-1-1-9-300,subcategory,Game
15119400,15-1-1-9-400,subcategory,Frogs' legs
15119500,15-1-1-9-500,subcategory,Pigeons
15119600,15-1-1-9-600,subcategory,Fish meat
15130000,15-1-3,class,Meat products
15131000,15-1-3-1,category,Meat preserves and preparations
15131100,15-1-3-1-100,subcategory,Sausage-meat products
15131110,15-1-3-1-110,subcategory,Sausage meat
15131120,15-1-3-1-120,subcategory,Sausage products
15131130,15-1-3-1-130,subcategory,Sausages
15131134,15-1-3-1-134,subcategory,Black pudding and other blood sausages
15131135,15-1-3-1-135,subcategory,Poultry sausages
15131200,15-1-3-1-200,subcategory,"Dried, salted, smoked or seasoned meat"
15131210,15-1-3-1-210,subcategory,Gammon
15131220,15-1-3-1-220,subcategory,Bacon
15131230,15-1-3-1-230,subcategory,Salami
15131300,15-1-3-1-300,subcategory,Liver preparations
15131310,15-1-3-1-310,subcategory,Pâté
15131320,15-1-3-1-320,subcategory,Preparations of goose or duck liver
15131400,15-1-3-1-400,subcategory,Pork products
15131410,15-1-3-1-410,subcategory,Ham
15131420,15-1-3-1-420,subcategory,Meatballs
15131490,15-1-3-1-490,subcategory,Prepared pork dishes
15131500,15-1-3-1-500,subcategory,Poultry products
15131600,15-1-3-1-600,subcategory,Beef and veal products
15131610,15-1-3-1-610,subcategory,Beef meatballs
15131620,15-1-3-1-620,subcategory,Minced beef
15131640,15-1-3-1-640,subcategory,Beefburgers
15131700,15-1-3-1-700,subcategory,Meat preparations
15200000,15-2,group,Prepared and preserved fish
15210000,15-2-1,class,"Fish fillets, fish livers and roe"
15211000,15-2-1-1,category,Fish fillets
15211100,15-2-1-1-100,subcategory,Fresh fish fillets
15212000,15-2-1-2,category,Fish roe
15213000,15-2-1-3,category,Fish livers
15220000,15-2-2,class,"Frozen fish, fish fillets and other fish meat"
15221000,15-2-2-1,category,Frozen fish
15229000,15-2-2-9,category,Frozen fish products
15230000,15-2-3,class,Dried or salted fish; fish in brine; smoked fish
15231000,15-2-3-1,category,Dried fish
15232000,15-2-3-2,category,Salted fish
15233000,15-2-3-3,category,Fish in brine
15234000,15-2-3-4,category,Smoked fish
15235000,15-2-3-5,category,Preserved fish
15240000,15-2-4,class,Canned or tinned fish and other prepared or preserved fish
15241000,15-2-4-1,category,"Coated, canned or tinned fish"
15241100,15-2-4-1-100,subcategory,Canned salmon
15241200,15-2-4-1-200,subcategory,Prepared or preserved herring
15241300,15-2-4-1-300,subcategory,Sardines
15241400,15-2-4-1-400,subcategory,Canned tuna
15241500,15-2-4-1-500,subcategory,Mackerel
15241600,15-2-4-1-600,subcategory,Anchovies
15241700,15-2-4-1-700,subcategory,Fish fingers
15241800,15-2-4-1-800,subcategory,Coated fish preparations
15242000,15-2-4-2,category,Prepared fish dishes
15243000,15-2-4-3,category,Preparations of fish
15244000,15-2-4-4,category,Caviar and fish eggs
15244100,15-2-4-4-100,subcategory,Caviar
15244200,15-2-4-4-200,subcategory,Fish eggs
15250000,15-2-5,class,Seafood
15251000,15-2-5-1,category,Frozen crustaceans
15252000,15-2-5-2,category,Prepared or preserved crustaceans
15253000,15-2-5-3,category,Shellfish products
15300000,15-3,group,"Fruit, vegetables and related products"
15310000,15-3-1,class,Potatoes and potato products
15311000,15-3-1-1,category,Frozen potatoes
