CPV_ID,short_code,level,description
39221240,39-2-2-1-240,subcategory,Bowls
39221250,39-2-2-1-250,subcategory,Decanters
39221260,39-2-2-1-260,subcategory,Mess tins
39222000,39-2-2-2,category,Catering supplies
39222100,39-2-2-2-100,subcategory,Disposable catering supplies
39222110,39-2-2-2-110,subcategory,Disposable cutlery and plates
39222120,39-2-2-2-120,subcategory,Disposable cups
39222200,39-2-2-2-200,subcategory,Food trays
39223000,39-2-2-3,category,"Spoons, forks"
39223100,39-2-2-3-100,subcategory,Spoons
39223200,39-2-2-3-200,subcategory,Forks
39224000,39-2-2-4,category,Brooms and brushes and other articles of various types
39224100,39-2-2-4-100,subcategory,Brooms
39224200,39-2-2-4-200,subcategory,Brushes
39224210,39-2-2-4-210,subcategory,Painters' brushes
39224300,39-2-2-4-300,subcategory,Brooms and brushes and other articles for household cleaning
39224310,39-2-2-4-310,subcategory,Toilet brushes
39224320,39-2-2-4-320,subcategory,Sponges
39224330,39-2-2-4-330,subcategory,Buckets
39224340,39-2-2-4-340,subcategory,Bins
39224350,39-2-2-4-350,subcategory,Dustpans
39225000,39-2-2-5,category,"Lighters, articles of combustible materials, pyrotechnics, matches and liquid or liquefied gas fuels"
39225100,39-2-2-5-100,subcategory,Cigarette lighters
39225200,39-2-2-5-200,subcategory,Pyrophoric alloys
39225300,39-2-2-5-300,subcategory,Matches
39225400,39-2-2-5-400,subcategory,Gas fuels for lighters
39225500,39-2-2-5-500,subcategory,Pyrotechnics
39225600,39-2-2-5-600,subcategory,Candles
39225700,39-2-2-5-700,subcategory,"Bottles, jars and phials"
39225710,39-2-2-5-710,subcategory,Bottles
39225720,39-2-2-5-720,subcategory,Jars
39225730,39-2-2-5-730,subcategory,Phials
39226000,39-2-2-6,category,"Carboys, bottle cases, flasks and bobbins"
39226100,39-2-2-6-100,subcategory,Bottle cases
39226200,39-2-2-6-200,subcategory,Carboys and flasks
39226210,39-2-2-6-210,subcategory,Carboys
39226220,39-2-2-6-220,subcategory,Flasks
39226300,39-2-2-6-300,subcategory,Spools or bobbins
39227000,39-2-2-7,category,"Sewing and knitting needles, and thimbles"
39227100,39-2-2-7-100,subcategory,Sewing needles or knitting needles
39227110,39-2-2-7-110,subcategory,Sewing needles
39227120,39-2-2-7-120,subcategory,Knitting needles
39227200,39-2-2-7-200,subcategory,Thimbles
39230000,39-2-3,class,Special-purpose product
39234000,39-2-3-4,category,Compost boxes
39235000,39-2-3-5,category,Tokens
39236000,39-2-3-6,category,Spray booths
39237000,39-2-3-7,category,Snow poles
39240000,39-2-4,class,Cutlery
39241000,39-2-4-1,category,Knives and scissors
39241100,39-2-4-1-100,subcategory,Knives
39241110,39-2-4-1-110,subcategory,Table knives
39241120,39-2-4-1-120,subcategory,Cooks' knives
39241130,39-2-4-1-130,subcategory,Utility knives
39241200,39-2-4-1-200,subcategory,Scissors
39254000,39-2-5-4,category,Horology
39254100,39-2-5-4-100,subcategory,Clocks
39254110,39-2-5-4-110,subcategory,Alarm clocks
39254120,39-2-5-4-120,subcategory,Wall clocks
39254130,39-2-5-4-130,subcategory,Glass for clocks
39260000,39-2-6,class,Delivery trays and desk equipment
39261000,39-2-6-1,category,Delivery trays
39263000,39-2-6-3,category,Desk equipment
39263100,39-2-6-3-100,subcategory,Desk sets
39264000,39-2-6-4,category,Fittings for loose-leaf binders or files
39265000,39-2-6-5,category,Hooks and eyes
39270000,39-2-7,class,Religious articles
39290000,39-2-9,class,Miscellaneous furnishing
39291000,39-2-9-1,category,Laundry supplies
39292000,39-2-9-2,category,School slates or boards with writing or drawing surfaces or instruments
39292100,39-2-9-2-100,subcategory,Blackboards
39292110,39-2-9-2-110,subcategory,Erasers for blackboards
39292200,39-2-9-2-200,subcategory,Writing slates
39292300,39-2-9-2-300,subcategory,Drawing instruments
39292400,39-2-9-2-400,subcategory,Writing instruments
39292500,39-2-9-2-500,subcategory,Rulers
39293000,39-2-9-3,category,Artificial products
39293100,39-2-9-3-100,subcategory,Artificial fruit
39293200,39-2-9-3-200,subcategory,Artificial flowers
39293300,39-2-9-3-300,subcategory,Artificial grass
39293400,39-2-9-3-400,subcategory,Artificial lawn
39293500,39-2-9-3-500,subcategory,Imitation jewellery
39294000,39-2-9-4,category,Apparatus and equipment designed for demonstrational purposes
39294100,39-2-9-4-100,subcategory,Information and promotion products
39295000,39-2-9-5,category,Umbrellas and sunshades; walking sticks and seat sticks
39295100,39-2-9-5-100,subcategory,Sunshades
39295200,39-2-9-5-200,subcategory,Umbrellas
39295300,39-2-9-5-300,subcategory,Seat sticks
39295400,39-2-9-5-400,subcategory,Walking sticks
39295500,39-2-9-5-500,subcategory,"Parts, trimmings and accessories of umbrellas, sunshades, walking sticks and similar articles"
39296000,39-2-9-6,category,Funeral supplies
39296100,39-2-9-6-100,subcategory,Coffins
39297000,39-2-9-7,category,Barracks supplies
39298000,39-2-9-8,category,"Statuettes, ornaments; photograph or picture frames, and mirrors"
39298100,39-2-9-8-100,subcategory,Photograph frames
39298200,39-2-9-8-200,subcategory,Picture frames
39298300,39-2-9-8-300,subcategory,Flower bowls
39298400,39-2-9-8-400,subcategory,Statuettes
39298500,39-2-9-8-500,subcategory,Ornaments
39298600,39-2-9-8-600,subcategory,Globes
39298700,39-2-9-8-700,subcategory,Trophies
39298800,39-2-9-8-800,subcategory,Aquariums
39298900,39-2-9-8-900,subcategory,Miscellaneous decoration items
39298910,39-2-9-8-910,subcategory,Christmas tree
39299000,39-2-9-9,category,Glassware
39299100,39-2-9-9-100,subcategory,Glass ampoules
39299200,39-2-9-9-200,subcategory,Safety glass
39299300,39-2-9-9-300,subcategory,Glass mirrors
39300000,39-3,group,Miscellaneous equipment
39310000,39-3-1,class,Catering equipment
39311000,39-3-1-1,category,Light catering equipment
39312000,39-3-1-2,category,Food-preparation equipment
39312100,39-3-1-2-100,subcategory,Meat slicers
39312200,39-3-1-2-200,subcategory,Canteen equipment
39313000,39-3-1-3,category,Hotel equipment
39314000,39-3-1-4,category,Industrial kitchen equipment
39315000,39-3-1-5,category,Restaurant equipment
39330000,39-3-3,class,Disinfection equipment
39340000,39-3-4,class,Gas network equipment
39341000,39-3-4-1,category,Gas pressure equipment
39350000,39-3-5,class,Sewerage works equipment
39360000,39-3-6,class,Sealing equipment
39370000,39-3-7,class,Water installations
39500000,39-5,group,Textile articles
39510000,39-5-1,class,Textile household articles
39511000,39-5-1-1,category,Blankets and travelling rugs
39511100,39-5-1-1-100,subcategory,Blankets
39511200,39-5-1-1-200,subcategory,Travelling rugs
39512000,39-5-1-2,category,Bed linen
39512100,39-5-1-2-100,subcategory,Sheets
39512200,39-5-1-2-200,subcategory,Duvet covers
39512300,39-5-1-2-300,subcategory,Mattress covers
39512400,39-5-1-2-400,subcategory,Eiderdowns
39512500,39-5-1-2-500,subcategory,Pillowcases
39512600,39-5-1-2-600,subcategory,Bolstercases
39513000,39-5-1-3,category,Table linen
39513100,39-5-1-3-100,subcategory,Tablecloths
39513200,39-5-1-3-200,subcategory,Table napkins
39514000,39-5-1-4,category,Toilet and kitchen linen
39514100,39-5-1-4-100,subcategory,Towels
39514200,39-5-1-4-200,subcategory,Tea towels
39514300,39-5-1-4-300,subcategory,Roller towels
39514400,39-5-1-4-400,subcategory,Automatic towel dispensers
39514500,39-5-1-4-500,subcategory,Face cloths
39515000,39-5-1-5,category,"Curtains, drapes, valances and textile blinds"
39515100,39-5-1-5-100,subcategory,Curtains
39515110,39-5-1-5-110,subcategory,Smoke curtains
39515200,39-5-1-5-200,subcategory,Drapes
39515300,39-5-1-5-300,subcategory,Valances
39515400,39-5-1-5-400,subcategory,Blinds
39515410,39-5-1-5-410,subcategory,Interior blinds
39515420,39-5-1-5-420,subcategory,Textile blinds
39515430,39-5-1-5-430,subcategory,Venetian blinds
39515440,39-5-1-5-440,subcategory,Vertical blinds
39516000,39-5-1-6,category,Furnishing articles
39516100,39-5-1-6-100,subcategory,Soft furnishings
39516110,39-5-1-6-110,subcategory,Cushions
39516120,39-5-1-6-120,subcategory,Pillows
39518000,39-5-1-8,category,Hospital linen
39518100,39-5-1-8-100,subcategory,Operating-theatre drapes
39518200,39-5-1-8-200,subcategory,Operating-theatre sheets
39520000,39-5-2,class,Made-up textile articles
39522000,39-5-2-2,category,"Tarpaulins, sails for boats, sailboards or land craft, awnings, sunblinds, tents and camping goods"
39522100,39-5-2-2-100,subcategory,"Tarpaulins, awnings and sunblinds"
39522110,39-5-2-2-110,subcategory,Tarpaulins
39522120,39-5-2-2-120,subcategory,Awnings
39522130,39-5-2-2-130,subcategory,Sunblinds
39522200,39-5-2-2-200,subcategory,Camouflage covers
39522400,39-5-2-2-400,subcategory,Sails
39522500,39-5-2-2-500,subcategory,Textile camping goods
39522510,39-5-2-2-510,subcategory,Pneumatic mattresses
39522520,39-5-2-2-520,subcategory,Camp beds
39522530,39-5-2-2-530,subcategory,Tents
39522540,39-5-2-2-540,subcategory,Sleeping bags
39522541,39-5-2-2-541,subcategory,Sleeping bags filled with feathers or down
39523000,39-5-2-3,category,Parachutes
39523100,39-5-2-3-100,subcategory,Dirigible parachutes
39523200,39-5-2-3-200,subcategory,Rotochutes
39525000,39-5-2-5,category,Miscellaneous manufactured textile articles
39525100,39-5-2-5-100,subcategory,Dusters
39525200,39-5-2-5-200,subcategory,Filter elements of cloth
39525300,39-5-2-5-300,subcategory,Life jackets
39525400,39-5-2-5-400,subcategory,Fire blankets
39525500,39-5-2-5-500,subcategory,Mosquito nets
39525600,39-5-2-5-600,subcategory,Dishcloths
39525700,39-5-2-5-700,subcategory,Life belts
39525800,39-5-2-5-800,subcategory,Cleaning cloths
39525810,39-5-2-5-810,subcategory,Polishing cloths
39530000,39-5-3,class,"Carpets, mats and rugs"
39531000,39-5-3-1,category,Carpets
39531100,39-5-3-1-100,subcategory,Knotted carpeting
39531200,39-5-3-1-200,subcategory,Woven carpeting
39531300,39-5-3-1-300,subcategory,Tufted carpeting
39531310,39-5-3-1-310,subcategory,Carpet tiles
39531400,39-5-3-1-400,subcategory,Carpeting
39532000,39-5-3-2,category,Mats
39533000,39-5-3-3,category,Rugs
39534000,39-5-3-4,category,Industrial carpeting
39540000,39-5-4,class,"Miscellaneous cordage, rope, twine and netting"
39541000,39-5-4-1,category,"Cordage, rope, twine and netting"
39541100,39-5-4-1-100,subcategory,"Twine, cordage and rope"
39541110,39-5-4-1-110,subcategory,Rope
39541120,39-5-4-1-120,subcategory,Cordage
39541130,39-5-4-1-130,subcategory,String
39541140,39-5-4-1-140,subcategory,Twine
39541200,39-5-4-1-200,subcategory,Textile nets
39541210,39-5-4-1-210,subcategory,Knotted nets
39541220,39-5-4-1-220,subcategory,Slings
39542000,39-5-4-2,category,Rags
39550000,39-5-5,class,Non-woven articles
39560000,39-5-6,class,Miscellaneous textile articles
39561000,39-5-6-1,category,"Tulle, lace, narrow-woven fabrics, trimmings and embroidery"
39561100,39-5-6-1-100,subcategory,Narrow-woven fabrics; trimmings
39561110,39-5-6-1-110,subcategory,Ribbon
39561120,39-5-6-1-120,subcategory,Textile tape
39561130,39-5-6-1-130,subcategory,Textile labels and badges
39561131,39-5-6-1-131,subcategory,Textile labels
39561132,39-5-6-1-132,subcategory,Textile badges
39561133,39-5-6-1-133,subcategory,Insignia
39561140,39-5-6-1-140,subcategory,Ornamental trimmings
39561141,39-5-6-1-141,subcategory,Braids
39561142,39-5-6-1-142,subcategory,Epaulettes
39561200,39-5-6-1-200,subcategory,Net fabrics
39562000,39-5-6-2,category,Felt
39563000,39-5-6-3,category,"Textile wadding, yarns, fabrics and articles for technical uses"
39563100,39-5-6-3-100,subcategory,Textile wadding
39563200,39-5-6-3-200,subcategory,Metallised yarn
39563300,39-5-6-3-300,subcategory,Woven fabrics of metal thread
39563400,39-5-6-3-400,subcategory,"Impregnated, coated or covered textile fabrics"
39563500,39-5-6-3-500,subcategory,Textile articles for technical uses
39563510,39-5-6-3-510,subcategory,Textile hosepiping
39563520,39-5-6-3-520,subcategory,Textile conveyor belts
39563530,39-5-6-3-530,subcategory,Ventilation ducting
39563600,39-5-6-3-600,subcategory,Quilted textile products
39700000,39-7,group,Domestic appliances
39710000,39-7-1,class,Electrical domestic appliances
39711000,39-7-1-1,category,Electrical domestic appliances for use with foodstuffs
39711100,39-7-1-1-100,subcategory,Refrigerators and freezers
39711110,39-7-1-1-110,subcategory,Refrigerator-freezers
39711120,39-7-1-1-120,subcategory,Freezers
39711121,39-7-1-1-121,subcategory,Chest-type freezers
39711122,39-7-1-1-122,subcategory,Household freezers
39711123,39-7-1-1-123,subcategory,Upright-type freezers
39711124,39-7-1-1-124,subcategory,Industrial freezers
39711130,39-7-1-1-130,subcategory,Refrigerators
39711200,39-7-1-1-200,subcategory,Food processors
39711210,39-7-1-1-210,subcategory,Food blenders
39711211,39-7-1-1-211,subcategory,Food mixers
39711300,39-7-1-1-300,subcategory,Electrothermic appliances
39711310,39-7-1-1-310,subcategory,Electric coffee makers
39711320,39-7-1-1-320,subcategory,Electric tea makers
39711330,39-7-1-1-330,subcategory,Electric toasters
39711340,39-7-1-1-340,subcategory,Plate warmers
39711350,39-7-1-1-350,subcategory,Waffle irons
39711360,39-7-1-1-360,subcategory,Ovens
39711361,39-7-1-1-361,subcategory,Electric ovens
39711362,39-7-1-1-362,subcategory,Microwave ovens
39711400,39-7-1-1-400,subcategory,"Roasters, hobs, hotplates and boiling rings"
39711410,39-7-1-1-410,subcategory,Roasters
39711420,39-7-1-1-420,subcategory,Hobs
39711430,39-7-1-1-430,subcategory,Hotplates
39711440,39-7-1-1-440,subcategory,Boiling rings
39711500,39-7-1-1-500,subcategory,Can openers
39712000,39-7-1-2,category,Electrical domestic appliances for use with the human body
39712100,39-7-1-2-100,subcategory,Hair clippers
39712200,39-7-1-2-200,subcategory,Hairdressing appliances
39712210,39-7-1-2-210,subcategory,Hair dryers
39712300,39-7-1-2-300,subcategory,Hand-drying apparatus
39713000,39-7-1-3,category,Electrical domestic appliances for cleaning; smoothing irons
39713100,39-7-1-3-100,subcategory,Dishwashing machines
39713200,39-7-1-3-200,subcategory,Clothes-washing and drying machines
39713210,39-7-1-3-210,subcategory,Washer/dryers
39713211,39-7-1-3-211,subcategory,Drying and pressing unit
39713300,39-7-1-3-300,subcategory,Rubbish compactors
39713400,39-7-1-3-400,subcategory,Floor-maintenance machines
39713410,39-7-1-3-410,subcategory,Floor-cleaning machines
39713420,39-7-1-3-420,subcategory,Floor polishers
39713430,39-7-1-3-430,subcategory,Vacuum cleaners
39713431,39-7-1-3-431,subcategory,Accessories for vacuum cleaners
39713500,39-7-1-3-500,subcategory,Electric irons
39713510,39-7-1-3-510,subcategory,Steam irons
39714000,39-7-1-4,category,Ventilating or recycling hoods
39714100,39-7-1-4-100,subcategory,Ventilators
39714110,39-7-1-4-110,subcategory,Extraction ventilators
39715000,39-7-1-5,category,Water heaters and heating for buildings; plumbing equipment
39715100,39-7-1-5-100,subcategory,Electric instantaneous or storage water heaters and immersion heaters
39715200,39-7-1-5-200,subcategory,Heating equipment
39715210,39-7-1-5-210,subcategory,Central-heating equipment
39715220,39-7-1-5-220,subcategory,Electric heating resistors
39715230,39-7-1-5-230,subcategory,Electric soil-heating apparatus
39715240,39-7-1-5-240,subcategory,Electric space-heating apparatus
39715300,39-7-1-5-300,subcategory,Plumbing equipment
39716000,39-7-1-6,category,Parts of electrical domestic appliances
39717000,39-7-1-7,category,Fans and air-conditioning appliances
39717100,39-7-1-7-100,subcategory,Fans
39717200,39-7-1-7-200,subcategory,Air-conditioning appliances
39720000,39-7-2,class,Non-electric domestic appliances
39721000,39-7-2-1,category,Domestic cooking or heating equipment
39721100,39-7-2-1-100,subcategory,Domestic cooking appliances
39721200,39-7-2-1-200,subcategory,Gas refrigerators
39721300,39-7-2-1-300,subcategory,Non-electric air heaters or hot air-distributors
39721310,39-7-2-1-310,subcategory,Air heaters
39721320,39-7-2-1-320,subcategory,Air dryers
39721321,39-7-2-1-321,subcategory,Compressed-air dryers
39721400,39-7-2-1-400,subcategory,Instantaneous or storage non-electric water heaters
39721410,39-7-2-1-410,subcategory,Gas appliances
39721411,39-7-2-1-411,subcategory,Gas heaters
39722000,39-7-2-2,category,"Parts of stoves, cookers, plate warmers and domestic appliances"
39722100,39-7-2-2-100,subcategory,Parts of stoves
39722200,39-7-2-2-200,subcategory,Parts of cookers
39722300,39-7-2-2-300,subcategory,Parts of plate warmers
39800000,39-8,group,Cleaning and polishing products
39810000,39-8-1,class,Odoriferous preparations and waxes
39811000,39-8-1-1,category,Preparations for perfuming or deodorising rooms
39811100,39-8-1-1-100,subcategory,Air freshener
39811110,39-8-1-1-110,subcategory,Air freshener dispensers
39811200,39-8-1-1-200,subcategory,Air sanitisers
39811300,39-8-1-1-300,subcategory,Deodorisers
39812000,39-8-1-2,category,Polishes and creams
39812100,39-8-1-2-100,subcategory,Floor polishes
39812200,39-8-1-2-200,subcategory,Shoe polishes
39812300,39-8-1-2-300,subcategory,Polishing waxes
39812400,39-8-1-2-400,subcategory,Sweeping compounds
39812500,39-8-1-2-500,subcategory,Sealants
39813000,39-8-1-3,category,Scouring pastes and powders
39820000,39-8-2,class,Organic surface-active agents
39821000,39-8-2-1,category,Ammonia cleaners
39822000,39-8-2-2,category,Caustic cleaners
39830000,39-8-3,class,Cleaning products
39831000,39-8-3-1,category,Washing preparations
39831100,39-8-3-1-100,subcategory,Oil dispersant
39831200,39-8-3-1-200,subcategory,Detergents
39831210,39-8-3-1-210,subcategory,Dishwasher detergents
39831220,39-8-3-1-220,subcategory,Degreasing agents
39831230,39-8-3-1-230,subcategory,Grease digesters
39831240,39-8-3-1-240,subcategory,Cleaning compounds
39831250,39-8-3-1-250,subcategory,Rinsing solutions
39831300,39-8-3-1-300,subcategory,Floor cleaners
39831400,39-8-3-1-400,subcategory,Screen cleaners
39831500,39-8-3-1-500,subcategory,Automotive cleaners
39831600,39-8-3-1-600,subcategory,Toilet cleaners
39831700,39-8-3-1-700,subcategory,Automatic soap dispensers
39832000,39-8-3-2,category,Dishwashing products
39832100,39-8-3-2-100,subcategory,Dishwashing powder
39833000,39-8-3-3,category,Anti-dust products
39834000,39-8-3-4,category,Jewellery cleaning solutions
41000000,41,division,Collected and purified water
41100000,41-1,group,Natural water
41110000,41-1-1,class,Drinking water
41120000,41-1-2,class,Non-drinking water
42000000,42,division,Industrial machinery
42100000,42-1,group,Machinery for the production and use of mechanical power
42110000,42-1-1,class,Turbines and motors
42111000,42-1-1-1,category,Motors
42111100,42-1-1-1-100,subcategory,Outboard motors for marine propulsion
42112000,42-1-1-2,category,Turbine installations
42112100,42-1-1-2-100,subcategory,Steam turbines
42112200,42-1-1-2-200,subcategory,Hydraulic turbines
42112210,42-1-1-2-210,subcategory,Water wheels
42112300,42-1-1-2-300,subcategory,Gas turbines
42112400,42-1-1-2-400,subcategory,Turbine equipment
42112410,42-1-1-2-410,subcategory,Turbine instruments
42113000,42-1-1-3,category,Parts of turbines
42113100,42-1-1-3-100,subcategory,Parts of steam turbines
42113110,42-1-1-3-110,subcategory,Base plates
42113120,42-1-1-3-120,subcategory,Casings
42113130,42-1-1-3-130,subcategory,Condenser air-cooling systems
42113150,42-1-1-3-150,subcategory,Lubricating oil systems
42113160,42-1-1-3-160,subcategory,Moisture separators
42113161,42-1-1-3-161,subcategory,Dehumidifiers
42113170,42-1-1-3-170,subcategory,Rotary equipment
42113171,42-1-1-3-171,subcategory,Rotors
42113172,42-1-1-3-172,subcategory,Blades
42113190,42-1-1-3-190,subcategory,Turning gear
42113200,42-1-1-3-200,subcategory,Parts of hydraulic turbines
42113300,42-1-1-3-300,subcategory,Parts of gas turbines
42113310,42-1-1-3-310,subcategory,Air-inlet systems
42113320,42-1-1-3-320,subcategory,Gas-injection module
42113390,42-1-1-3-390,subcategory,Fuel-gas systems
42113400,42-1-1-3-400,subcategory,Parts of water wheels
42120000,42-1-2,class,Pumps and compressors
42121000,42-1-2-1,category,Hydraulic or pneumatic power engines and motors
42121100,42-1-2-1-100,subcategory,Hydraulic or pneumatic cylinders
42121200,42-1-2-1-200,subcategory,Hydraulic power engines
42121300,42-1-2-1-300,subcategory,Pneumatic power engines
42121400,42-1-2-1-400,subcategory,Hydraulic power motors
42121500,42-1-2-1-500,subcategory,Pneumatic power motors
42122000,42-1-2-2,category,Pumps
42122100,42-1-2-2-100,subcategory,Pumps for liquids
42122110,42-1-2-2-110,subcategory,Pumps for firefighting
42122120,42-1-2-2-120,subcategory,Helicopter refuelling package
42122130,42-1-2-2-130,subcategory,Water pumps
42122160,42-1-2-2-160,subcategory,Cooling pumps
42122161,42-1-2-2-161,subcategory,Cooling-water pumps
42122170,42-1-2-2-170,subcategory,Lubricating pumps
42122180,42-1-2-2-180,subcategory,Fuel pumps
42122190,42-1-2-2-190,subcategory,Concrete pumps
42122200,42-1-2-2-200,subcategory,Reciprocating positive-displacement pumps for liquids
42122210,42-1-2-2-210,subcategory,Hydraulic power packs
42122220,42-1-2-2-220,subcategory,Sewage pumps
42122230,42-1-2-2-230,subcategory,Dosing pumps
42122300,42-1-2-2-300,subcategory,Pressure boosters for liquids
42122400,42-1-2-2-400,subcategory,Centrifugal pumps and liquid elevators
42122410,42-1-2-2-410,subcategory,Pumps for medical use
42122411,42-1-2-2-411,subcategory,Nutritional pumps
42122419,42-1-2-2-419,subcategory,Perfusion pumps
42122420,42-1-2-2-420,subcategory,Liquid elevators
42122430,42-1-2-2-430,subcategory,Centrifugal pumps
42122440,42-1-2-2-440,subcategory,Rotary pumps
42122450,42-1-2-2-450,subcategory,Vacuum pumps
42122460,42-1-2-2-460,subcategory,Air pumps
42122480,42-1-2-2-480,subcategory,Impeller pumps
42122500,42-1-2-2-500,subcategory,Laboratory pumps and accessories
42122510,42-1-2-2-510,subcategory,Peristaltic pumps
42123000,42-1-2-3,category,Compressors
42123100,42-1-2-3-100,subcategory,Gas compressors
42123200,42-1-2-3-200,subcategory,Rotary compressors
42123300,42-1-2-3-300,subcategory,Compressors for refrigerating equipment
42123400,42-1-2-3-400,subcategory,Air compressors
42123410,42-1-2-3-410,subcategory,Mounted air compressors
42123500,42-1-2-3-500,subcategory,Turbo-compressors
42123600,42-1-2-3-600,subcategory,Reciprocating displacement compressors
42123610,42-1-2-3-610,subcategory,Compressed-air package
42123700,42-1-2-3-700,subcategory,Centrifugal compressors
42123800,42-1-2-3-800,subcategory,Compressors for use in civil aircraft
42124000,42-1-2-4,category,"Parts of pumps, compressors, engines or motors"
42124100,42-1-2-4-100,subcategory,Parts of engines or motors
42124130,42-1-2-4-130,subcategory,Parts of pneumatic engines
42124150,42-1-2-4-150,subcategory,Parts of hydraulic power engines or motors
42124170,42-1-2-4-170,subcategory,Parts of reaction engines
42124200,42-1-2-4-200,subcategory,Parts of pumps or liquid elevators
42124210,42-1-2-4-210,subcategory,"Parts of fuel, hand and concrete pumps"
42124211,42-1-2-4-211,subcategory,Parts of fuel pumps
42124212,42-1-2-4-212,subcategory,Parts of hand pumps
42124213,42-1-2-4-213,subcategory,Parts of concrete pumps
42124220,42-1-2-4-220,subcategory,Parts of reciprocating positive-displacement pumps
42124221,42-1-2-4-221,subcategory,Parts of hydraulic power packs
42124222,42-1-2-4-222,subcategory,Parts of dosing pumps
42124230,42-1-2-4-230,subcategory,Parts of rotary positive-displacement pumps
42124290,42-1-2-4-290,subcategory,Parts of centrifugal pumps
42124300,42-1-2-4-300,subcategory,"Parts of air or vacuum pumps, of air or gas compressors"
42124310,42-1-2-4-310,subcategory,Parts of air pumps
42124320,42-1-2-4-320,subcategory,Parts of vacuum pumps
42124330,42-1-2-4-330,subcategory,Parts of air compressors
42124340,42-1-2-4-340,subcategory,Parts of gas compressors
42130000,42-1-3,class,"Taps, cocks, valves and similar appliances"
42131000,42-1-3-1,category,"Taps, cocks and valves"
42131100,42-1-3-1-100,subcategory,Valves defined by function
42131110,42-1-3-1-110,subcategory,Central-heating radiator valves
42131120,42-1-3-1-120,subcategory,Sluice valves
42131130,42-1-3-1-130,subcategory,Temperature regulators
42131140,42-1-3-1-140,subcategory,"Pressure-reducing, control, check or safety valves"
42131141,42-1-3-1-141,subcategory,Pressure-reducing valves
42131142,42-1-3-1-142,subcategory,Control valves
42131143,42-1-3-1-143,subcategory,Flood-control valves
42131144,42-1-3-1-144,subcategory,Process-control valves
42131145,42-1-3-1-145,subcategory,Check valves
42131146,42-1-3-1-146,subcategory,Non-return valves
42131147,42-1-3-1-147,subcategory,Safety valves
42131148,42-1-3-1-148,subcategory,Stop valves
42131150,42-1-3-1-150,subcategory,Standpipe valves
42131160,42-1-3-1-160,subcategory,Hydrants
42131170,42-1-3-1-170,subcategory,Gas-cylinder outlet valves
42131200,42-1-3-1-200,subcategory,Valves defined by construction
42131210,42-1-3-1-210,subcategory,Knife valves
42131220,42-1-3-1-220,subcategory,Penstock valves
42131230,42-1-3-1-230,subcategory,Gate valves
42131240,42-1-3-1-240,subcategory,Globe valves
42131250,42-1-3-1-250,subcategory,Needle valves
42131260,42-1-3-1-260,subcategory,Ball valves
42131270,42-1-3-1-270,subcategory,Plug valves
42131280,42-1-3-1-280,subcategory,Butterfly valves
42131290,42-1-3-1-290,subcategory,Diaphragm valves
42131291,42-1-3-1-291,subcategory,Sliding valves
42131292,42-1-3-1-292,subcategory,Flap valves
42131300,42-1-3-1-300,subcategory,Christmas trees and other assemblies of valves
42131310,42-1-3-1-310,subcategory,Oilrig Christmas trees
42131320,42-1-3-1-320,subcategory,Choke manifolds
42131390,42-1-3-1-390,subcategory,Assemblies of valves
42131400,42-1-3-1-400,subcategory,"Sanitary taps, cocks"
42132000,42-1-3-2,category,Parts of taps and valves
42132100,42-1-3-2-100,subcategory,Valve actuators
42132110,42-1-3-2-110,subcategory,Electric valve actuators
42132120,42-1-3-2-120,subcategory,Hydraulic valve actuators
42132130,42-1-3-2-130,subcategory,Pneumatic valve actuators
42132200,42-1-3-2-200,subcategory,Tap parts
42132300,42-1-3-2-300,subcategory,Valve parts
42140000,42-1-4,class,"Gears, gearing and driving elements"
42141000,42-1-4-1,category,"Plain gears, gearing and driving elements"
42141100,42-1-4-1-100,subcategory,"Transmission, cam- and crank- shafts"
42141110,42-1-4-1-110,subcategory,Transmission shafts
42141120,42-1-4-1-120,subcategory,Camshafts
42141130,42-1-4-1-130,subcategory,Crankshafts
42141200,42-1-4-1-200,subcategory,Bearing housings
42141300,42-1-4-1-300,subcategory,Gears and gearing
42141400,42-1-4-1-400,subcategory,Flywheels and pulleys
42141410,42-1-4-1-410,subcategory,Winches
42141500,42-1-4-1-500,subcategory,Clutches
42141600,42-1-4-1-600,subcategory,Pulley blocks
42141700,42-1-4-1-700,subcategory,Shaft couplings
42141800,42-1-4-1-800,subcategory,Universal joints
42142000,42-1-4-2,category,Parts of gearing and driving elements
42142100,42-1-4-2-100,subcategory,Parts of gearing elements
42142200,42-1-4-2-200,subcategory,Parts of driving elements
42150000,42-1-5,class,Nuclear reactors and parts
42151000,42-1-5-1,category,Nuclear reactors
42152000,42-1-5-2,category,Parts of nuclear reactors
42152100,42-1-5-2-100,subcategory,Reactor-cooling systems
42152200,42-1-5-2-200,subcategory,Parts of nuclear-reactor vessels
42160000,42-1-6,class,Boiler installations
42161000,42-1-6-1,category,Hot-water boilers
42162000,42-1-6-2,category,Steam-generating boilers
42163000,42-1-6-3,category,Steam generators
42164000,42-1-6-4,category,Auxiliary plant for use with boilers
42165000,42-1-6-5,category,Steam condensers
42200000,42-2,group,"Machinery for food, beverage and tobacco processing and associated parts"
42210000,42-2-1,class,"Food, beverage and tobacco-processing machinery"
42211000,42-2-1-1,category,Dairy machinery
42211100,42-2-1-1-100,subcategory,Centrifugal cream separators
42212000,42-2-1-2,category,Machinery for processing cereals or dried vegetables
