year,country,cpa,value_total,contracts
2018,LT,C20,7645939.61,30
2018,LT,C21,682807943.26,849
2018,LT,C26,117768093.65,144
2018,LT,C27,21246552.82,33
2018,LT,C28,56207878.82,121
2018,LT,C29,102372147.59,55
2018,LT,C31_32,15828781.2,53
2018,LT,C33,215575846.92,143
2018,LT,D35,1215236346.85,20
2018,LT,E37-39,281866208.48,120
2018,LT,F,652159542.58,189
2018,LT,H49,109585272.52,30
2018,LT,H52,13029670.07,18
2018,LT,I,13932201.41,16
2018,LT,J59_60,36137216.83,42
2018,LT,J61,11976652.8,16
2018,LT,J62_63,111482882.57,273
2018,LT,K64,7785793.48,14
2018,LT,K65,9339956.85,24
2018,LT,M69_70,110093795.18,99
2018,LT,M71,75860109.11,197
2018,LT,M72,7779000.29,47
2018,LT,M73,5368702.39,36
2018,LT,N79,32812173.01,28
2018,LT,P85,8793921.23,23
2018,LT,S95,21262130.72,26
2018,LT,S96,38141018.74,30
2018,LU,C16,26104670.07,22
2018,LU,C26,151854275.95,38
2018,LU,C28,15498159.07,15
2018,LU,C31_32,11386058,17
2018,LU,E37-39,201703073.85,25
2018,LU,F,579440932.27,166
2018,LU,J62_63,755165990.96,88
2018,LU,M69_70,415646470.83,67
2018,LU,M71,148764021.71,39
2018,LU,M72,18585845,25
2018,LU,M73,61721519.06,45
2018,LU,P85,91231710,39
2018,LV,A01,13663751.71,23
2018,LV,A02,484947278.34,103
2018,LV,C10-12,89494831.39,99
2018,LV,C13-15,4854886.99,19
2018,LV,C16,64067972.79,108
2018,LV,C19,69026111.19,88
2018,LV,C20,3931744.3,14
2018,LV,C21,250952403.48,352
2018,LV,C26,188921770.19,230
2018,LV,C27,33550410.28,48
2018,LV,C28,132992715.08,108
2018,LV,C29,75242419.15,46
2018,LV,C31_32,60509761.82,63
2018,LV,C33,46290076.51,72
2018,LV,D35,149867157.3,80
2018,LV,E37-39,122759540.36,106
2018,LV,F,1714475419.53,155
2018,LV,H49,558292452.94,50
2018,LV,I,123999200.99,68
2018,LV,J59_60,21045650.21,31
2018,LV,J61,7952848.76,18
2018,LV,J62_63,260145644.65,194
2018,LV,K64,38574753.4,14
2018,LV,K65,39256843.49,63
2018,LV,M69_70,31141887.31,61
2018,LV,M71,62994894.56,153
2018,LV,M72,9866598.29,37
2018,LV,M73,5045883.88,18
2018,LV,N79,24555902.85,15
2018,LV,N80-82,4661083.28,11
2018,LV,P85,15447080.28,13
2018,LV,R90-92,2466296.74,11
2018,LV,S96,10386129.84,11
2018,MK,B,5043000,11
2018,MK,C10-12,3253586,16
2018,MK,C21,2539500,20
2018,MK,C26,1958320,11
2018,MK,F,8442116,12
2018,MT,C21,57477896.48,118
2018,MT,C26,17381702.53,32
2018,MT,C27,12493788.03,20
2018,MT,C28,9071169.34,22
2018,MT,C29,51648203.42,13
2018,MT,C31_32,21538351.92,23
2018,MT,E37-39,11226731.06,29
2018,MT,F,197272224.54,153
2018,MT,I,29800039.54,19
2018,MT,J62_63,43361194.34,51
2018,MT,M69_70,8513977,28
2018,MT,M71,36091264.57,26
2018,MT,M73,2784390.28,11
2018,MT,P85,6552095,12
2018,NL,A01,246930171.45,193
2018,NL,A02,35693528.62,20
2018,NL,C10-12,79507127.41,39
2018,NL,C13-15,138049186.03,44
2018,NL,C16,170747056.14,56
2018,NL,C17,86704966.51,42
2018,NL,C19,225857305,24
2018,NL,C20,113628634.72,19
2018,NL,C21,532655467.43,72
2018,NL,C26,647509471.33,300
2018,NL,C27,433724437.78,39
2018,NL,C28,242223565.3,110
2018,NL,C29,251654113.75,85
2018,NL,C31_32,233017859.29,141
2018,NL,C33,2073984726.29,127
2018,NL,D35,429175949.15,50
2018,NL,E37-39,578848015.4,338
2018,NL,F,11368076086.65,620
2018,NL,H49,183664585.96,30
2018,NL,H52,9057723.92,13
2018,NL,H53,8921326,11
2018,NL,I,170425182,27
2018,NL,J59_60,152659154.98,65
2018,NL,J61,128877104.01,31
2018,NL,J62_63,1569746682.7,420
2018,NL,K65,224821032.61,81
2018,NL,L68,12868882,12
2018,NL,M69_70,2836013447.61,658
2018,NL,M71,1197801159.14,276
2018,NL,M72,47391238.27,47
2018,NL,M73,139934047.8,53
2018,NL,N78,2846028494.82,370
2018,NL,N80-82,40879000,19
2018,NL,O84,619512057,101
2018,NL,P85,94187994.68,56
2018,NL,Q86,1897643632.54,31
2018,NL,Q87_88,917789937.5,35
2018,NL,R90-92,142325790.63,39
2018,NL,S96,178061918,62
2018,PL,A01,46075930.32,33
2018,PL,A02,295896539.23,76
2018,PL,C10-12,15564162.19,23
2018,PL,C13-15,10908926.68,13
2018,PL,C16,298769640.81,65
2018,PL,C19,81105979.79,28
2018,PL,C21,520321473.13,278
2018,PL,C26,162459494.02,128
2018,PL,C27,37033249.75,23
2018,PL,C28,114792086.35,67
2018,PL,C29,112364292.03,35
2018,PL,C31_32,26940442.61,22
2018,PL,C33,103187974.23,64
2018,PL,D35,158593035.38,66
2018,PL,E37-39,282561590.01,155
2018,PL,F,3830508925.26,148
2018,PL,H49,31476266.19,14
2018,PL,I,43918333.39,19
2018,PL,J59_60,61358529.13,24
2018,PL,J62_63,260239764.84,137
2018,PL,K64,85032147.55,31
2018,PL,K65,16366188.72,19
2018,PL,M69_70,52255994.63,28
2018,PL,M71,118519935.64,125
2018,PL,M73,18039060.21,13
2018,PL,P85,12416717.83,18
2018,PT,A01,42327654.87,58
2018,PT,A02,18684506.46,31
2018,PT,B,15556715.6,12
2018,PT,C10-12,177673726.04,129
2018,PT,C13-15,14111341.3,26
2018,PT,C16,275556309.9,141
2018,PT,C17,6372727.49,16
2018,PT,C18,5918589.82,15
2018,PT,C19,299335929.5,106
2018,PT,C20,523723222.99,28
2018,PT,C21,179328039.86,327
2018,PT,C26,93886350.59,174
2018,PT,C27,203908054.5,45
2018,PT,C28,48135570.56,102
2018,PT,C29,382735533.54,71
2018,PT,C31_32,16350795.55,44
2018,PT,C33,139100067.55,117
2018,PT,D35,322775963.63,89
2018,PT,E37-39,557875816.55,256
2018,PT,F,1337454640.72,323
2018,PT,H49,243282047.46,60
2018,PT,I,216238065.48,119
2018,PT,J59_60,18115665.63,51
2018,PT,J61,85139298.57,58
2018,PT,J62_63,206444992.46,261
2018,PT,K64,127564964.97,28
2018,PT,K65,175850752.95,137
2018,PT,M69_70,121256512.97,156
2018,PT,M71,680149463.61,162
2018,PT,M73,28115066.01,38
2018,PT,N78,666429090,15
2018,PT,N79,35052647.91,29
2018,PT,P85,12356067.14,51
2018,PT,Q86,53371752.82,80
2018,PT,S95,2247281.52,13
2018,PT,S96,23369488.44,27
2018,RO,C16,71260010.85,19
2018,RO,C28,26264378.99,27
2018,RO,C29,351687987.3,12
2018,RO,F,84405376.7,12
2018,RO,J62_63,11599669.78,14
2018,SE,C26,9379721,13
2018,SE,J62_63,57131000,14
2018,SE,Q86,19900000,16
2018,SI,A01,42050880.79,45
2018,SI,A02,536607054.14,58
2018,SI,B,12869868.38,15
2018,SI,C10-12,646086409.37,1411
2018,SI,C13-15,28095428.71,46
2018,SI,C16,121826186.08,165
2018,SI,C17,74042137.65,53
2018,SI,C18,25678077.48,57
2018,SI,C19,358870448.07,119
2018,SI,C20,24112727.03,43
2018,SI,C21,1202515158.16,588
2018,SI,C26,2422235718.48,878
2018,SI,C27,108403912.83,87
2018,SI,C28,125583697.7,110
2018,SI,C29,313986645.22,96
2018,SI,C31_32,34588324.38,65
2018,SI,C33,115592274.16,172
2018,SI,D35,69149143.08,69
2018,SI,E37-39,304497777.88,243
2018,SI,F,4546568856.01,285
2018,SI,H49,125185147.73,180
2018,SI,H51,36452050.36,32
2018,SI,H53,100193741.46,31
2018,SI,I,19468232.38,26
2018,SI,J59_60,46577316.17,39
2018,SI,J61,30178107.55,31
2018,SI,J62_63,317003991.89,297
2018,SI,K65,76326053.71,64
2018,SI,L68,7169573.41,14
2018,SI,M69_70,271528412.69,76
2018,SI,M71,442970441.28,311
2018,SI,M72,21137162.9,21
2018,SI,N78,42630200.64,19
2018,SI,N79,924944357.81,194
2018,SI,Q86,22696591.72,29
2018,SI,S94,244275467.57,11
2018,SI,S95,24079906.77,35
2018,SI,S96,24385848.71,40
2018,SK,A01,29767701.04,24
2018,SK,A02,1234803795.07,586
2018,SK,C10-12,14652781.94,35
2018,SK,C13-15,79819158.78,36
2018,SK,C16,404132626.46,122
2018,SK,C17,15903197.11,46
2018,SK,C18,37284786.05,18
2018,SK,C19,360286412.65,66
2018,SK,C20,61256115.52,38
2018,SK,C21,822993474.07,323
2018,SK,C26,391919626.32,178
2018,SK,C27,592430100.31,48
2018,SK,C28,486253810.21,550
2018,SK,C29,493732994.94,78
2018,SK,C31_32,27000515.84,38
2018,SK,C33,142410581.89,94
2018,SK,D35,328451098.3,117
2018,SK,E37-39,303128996.93,75
2018,SK,F,31969406951.39,344
2018,SK,H49,107200419.73,20
2018,SK,H51,17849367.94,12
2018,SK,H52,109803217.04,17
2018,SK,I,138540876.38,42
2018,SK,J59_60,33935593.18,17
2018,SK,J61,33561289.87,19
2018,SK,J62_63,1373080740.21,308
2018,SK,K65,100106321.6,33
2018,SK,M69_70,2977068898.63,54
2018,SK,M71,540445321.24,188
2018,SK,M72,19473976.29,24
2018,SK,O84,8140791.64,12
2018,SK,Q86,18956380.19,17
2018,SK,R90-92,262523902.68,13
2018,SK,S95,11054131.86,13
2018,UK,C26,18896921.22,26
2018,UK,C28,24612469.43,19
2018,UK,E37-39,51890621.84,13
2018,UK,F,395205838.98,31
2018,UK,J62_63,67497717.34,30
2018,UK,K65,6181791.31,11
2018,UK,M69_70,68754095,28
2018,UK,M71,162532116,23
2018,UK,M73,3025296,11
2018,UK,O84,124100805,13
2018,UK,Q86,384575372.8,11
2019,AT,A01,35612350.53,20
2019,AT,B,6641100,11
2019,AT,C10-12,263417287.7,19
2019,AT,C13-15,72229174,23
2019,AT,C16,1540167856.87,182
2019,AT,C17,12437037.99,15
2019,AT,C18,12017027.62,18
2019,AT,C19,220930560.29,12
2019,AT,C21,502759452.55,146
2019,AT,C26,328152000.66,139
2019,AT,C27,122965382.92,49
2019,AT,C28,273209073.64,105
2019,AT,C29,246696712.8,65
2019,AT,C31_32,156427636.14,67
2019,AT,C33,42900354.69,29
2019,AT,E37-39,1346065681.67,123
2019,AT,F,10794389252.09,1229
2019,AT,H49,673533531,35
2019,AT,J59_60,164523659.51,38
2019,AT,J62_63,1226545780.36,229
2019,AT,K65,5596466.5,11
2019,AT,M69_70,236753002.05,82
2019,AT,M71,746076079.45,436
2019,AT,M73,171733584.15,57
2019,AT,N78,964716727,15
2019,AT,O84,76683972.21,29
2019,AT,P85,170590275.82,227
2019,AT,Q86,179706330.81,13
2019,AT,R90-92,10445992.22,11
2019,AT,S96,61349240.8,12
2019,BE,A01,77076636.3,106
2019,BE,A02,5000774.41,12
2019,BE,C10-12,197497030.57,132
2019,BE,C13-15,38487116.65,48
2019,BE,C16,254020934.21,95
2019,BE,C17,89807029.26,53
2019,BE,C18,29666368.92,15
2019,BE,C19,356345026.16,47
2019,BE,C20,28180337.22,31
2019,BE,C21,588173986.38,327
2019,BE,C26,804575455.01,229
2019,BE,C27,182238356.94,79
2019,BE,C28,1514719806.45,151
2019,BE,C29,230806532.9,83
2019,BE,C31_32,143010691.84,105
2019,BE,C33,255265827.39,122
2019,BE,D35,662399852.61,31
2019,BE,E37-39,1454137094.73,403
2019,BE,F,5114782178.7,503
2019,BE,G47,194229853.74,12
2019,BE,H49,211408306.54,65
2019,BE,H52,270806849.57,14
2019,BE,H53,152753803.01,13
2019,BE,I,318183612.37,58
2019,BE,J59_60,519239307.99,90
2019,BE,J61,155257487.68,21
2019,BE,J62_63,3981228868.83,353
2019,BE,K64,440396903.17,29
2019,BE,K65,215563188.38,141
2019,BE,M69_70,1053766257.59,368
2019,BE,M71,452674204.62,307
2019,BE,M72,224127084.78,156
2019,BE,M73,131674814.25,127
2019,BE,N78,107753535.59,38
2019,BE,O84,438895205.67,26
2019,BE,P85,359779666.37,82
2019,BE,Q86,69650091.39,26
2019,BE,R90-92,199257398.22,23
2019,BE,S96,89145940.45,47
2019,BG,J62_63,13040186.11,13
2019,CY,C16,19434665.93,28
2019,CY,C20,8878934,11
2019,CY,C21,255346128.15,202
2019,CY,C26,17179102.1,31
2019,CY,C27,66668110,16
2019,CY,C28,45003783.34,24
2019,CY,C33,24791511,24
2019,CY,E37-39,68120328.54,15
2019,CY,F,454837931.08,66
2019,CY,J59_60,13874591.68,15
2019,CY,J62_63,94269447.04,67
2019,CY,K65,4774033.16,13
2019,CY,M69_70,18840947.92,26
2019,CY,M71,104639680,26
2019,CY,M72,3787210,12
2019,CZ,C26,1234836619.31,31
2019,CZ,C28,36795591.28,11
2019,CZ,C33,109538670.8,15
2019,CZ,F,123852022.35,27
2019,CZ,J61,5796079.2,11
2019,CZ,J62_63,66728677.81,20
2019,DE,A01,517567021.93,161
2019,DE,A02,154128525.12,153
2019,DE,B,13597957.1,21
2019,DE,C10-12,165590340.18,98
2019,DE,C13-15,99668462.52,102
2019,DE,C16,1607776397.22,1897
2019,DE,C17,152706794.74,149
2019,DE,C18,124698614.39,83
2019,DE,C19,1149438683.24,227
2019,DE,C20,77110339.03,103
2019,DE,C21,628420124.98,480
2019,DE,C26,2258111513.89,1363
2019,DE,C27,714485119.9,336
2019,DE,C28,1490214060.56,809
2019,DE,C29,2279931541.86,359
2019,DE,C31_32,1218861501.24,530
2019,DE,C33,308707856.65,204
2019,DE,D35,2639721102.16,474
2019,DE,E36,29908410.77,24
2019,DE,E37-39,2383211868.82,1543
2019,DE,F,136179510568.14,17071
2019,DE,G47,161965758.63,85
2019,DE,H49,5246223382.3,372
2019,DE,H51,162218255.86,19
2019,DE,H52,264732103.19,47
2019,DE,H53,239320900.04,105
2019,DE,I,802930163.74,141
2019,DE,J58,30028176.56,14
2019,DE,J59_60,3510802319.22,443
2019,DE,J61,304757228.21,48
2019,DE,J62_63,4998730242.58,1301
2019,DE,K64,130476429.73,23
2019,DE,K65,384049178.47,70
2019,DE,L68,166456424.72,35
2019,DE,M69_70,1801659362.53,646
2019,DE,M71,12936748274.49,6285
2019,DE,M72,1542404205.84,322
2019,DE,M73,368531201.02,172
2019,DE,N78,228589712.23,64
2019,DE,N79,15715830.92,15
2019,DE,N80-82,101815107.67,57
2019,DE,O84,989852336.94,300
2019,DE,P85,383577522.63,250
2019,DE,Q86,124396858.3,61
2019,DE,Q87_88,432954643.05,90
2019,DE,R90-92,152840119.61,67
2019,DE,R93,26811217.92,13
2019,DE,S94,71385069.45,40
2019,DE,S95,42054986.77,34
2019,DE,S96,298808662.78,152
2019,DK,C21,56823416.24,12
2019,DK,C26,29910780,33
2019,DK,C28,99220287,26
2019,DK,C29,194891677.11,16
2019,DK,E37-39,668262926,12
2019,DK,F,4238442083.81,45
2019,DK,J62_63,222270432,34
2019,DK,M71,787484558.13,30
2019,EE,A01,5330122.27,18
2019,EE,A02,51574191.2,36
2019,EE,C10-12,28234676.73,46
2019,EE,C13-15,17045859.49,18
2019,EE,C16,96038814,60
2019,EE,C19,125569431.66,28
2019,EE,C20,11084855.73,19
2019,EE,C21,192494939.16,228
2019,EE,C26,50604528.19,134
2019,EE,C28,19873899.36,55
2019,EE,C29,11888069.6,22
2019,EE,C31_32,36038476.62,84
2019,EE,C33,60982329.24,69
2019,EE,D35,46294343.38,25
2019,EE,E37-39,76441021.2,81
2019,EE,F,839048507.6,99
2019,EE,H49,276455390.33,32
2019,EE,H52,9042050.2,13
2019,EE,I,15216917.8,20
2019,EE,J59_60,33235124.8,44
2019,EE,J61,15165729.61,49
2019,EE,J62_63,976886437.6,225
2019,EE,L68,3783868.67,13
2019,EE,M69_70,22289887.58,31
2019,EE,M71,49931030.44,87
2019,EE,M72,5368168.2,27
2019,EE,M73,3388695.92,13
2019,EE,N79,42667571,16
2019,EE,P85,26955226.24,43
2019,EE,Q86,385750016.52,36
2019,EE,Q87_88,56198982.57,36
2019,EE,S96,5083658.86,12
2019,ES,A01,1076248774.66,508
2019,ES,A02,42434894.2,71
2019,ES,B,152377573.81,82
2019,ES,C10-12,1743977352.46,354
2019,ES,C13-15,399750197.18,321
2019,ES,C16,2107208845.24,804
2019,ES,C17,264328966.01,191
2019,ES,C18,100499665.06,143
2019,ES,C19,1641462440.37,574
2019,ES,C20,402986170.73,267
2019,ES,C21,10633895130.62,3769
2019,ES,C22,8510449.68,11
2019,ES,C26,2309358078.24,1288
2019,ES,C27,1373449748.85,508
2019,ES,C28,1303047406.45,748
2019,ES,C29,2963151943.41,565
2019,ES,C31_32,467672075.69,484
2019,ES,C33,8447076410.78,2511
2019,ES,D35,6136255190.98,523
2019,ES,E36,411447745.83,60
2019,ES,E37-39,11905957357.04,2583
2019,ES,F,20971596694.25,1992
2019,ES,G47,101582912.21,78
2019,ES,H49,2269007927.36,588
2019,ES,H50,18866480.44,13
2019,ES,H51,748052527.77,73
2019,ES,H52,444567313.34,163
2019,ES,H53,451700143.69,150
2019,ES,I,1819345847.23,489
2019,ES,J58,14104357.26,15
2019,ES,J59_60,613160457.69,356
2019,ES,J61,979909524.36,361
2019,ES,J62_63,6352193232.62,2856
2019,ES,K64,105605832.33,43
2019,ES,K65,963169848.93,556
2019,ES,L68,23494219.57,22
2019,ES,M69_70,4162568374.16,1504
2019,ES,M71,3127596472.84,2027
2019,ES,M72,150874899.05,131
2019,ES,M73,1032875591.36,401
2019,ES,N78,71622204.89,56
2019,ES,N79,504921743.41,199
2019,ES,N80-82,675726684.75,248
2019,ES,O84,446416926.83,145
2019,ES,P85,649334871.83,464
2019,ES,Q86,3747670767.82,472
2019,ES,Q87_88,6375465458.95,890
2019,ES,R90-92,639719836.76,428
2019,ES,R93,336668236.69,203
2019,ES,S94,13817450.8,19
2019,ES,S95,751650147.38,567
2019,ES,S96,1244759425.92,695
2019,FI,A01,39185096,35
2019,FI,A02,164385078,38
2019,FI,B,51835085,26
2019,FI,C10-12,627577103,84
2019,FI,C13-15,39744517,37
2019,FI,C16,106550906,101
2019,FI,C17,96961300,28
2019,FI,C18,73941890,26
2019,FI,C19,44972076,12
2019,FI,C20,22616062,16
2019,FI,C21,1572449439,334
2019,FI,C26,449400695,159
2019,FI,C27,558763924,53
2019,FI,C28,147269997,143
2019,FI,C29,386769819,48
2019,FI,C31_32,684019860,113
2019,FI,C33,665368231,209
2019,FI,D35,185165830,71
2019,FI,E37-39,581863559.5,284
2019,FI,F,8401225236,658
2019,FI,H49,982508033.68,270
2019,FI,H50,469505706.8,27
2019,FI,H51,172736475,12
2019,FI,H52,28724325,16
2019,FI,I,458579485,91
2019,FI,J59_60,177229148,44
2019,FI,J61,304769944,19
2019,FI,J62_63,2470090744,499
2019,FI,K64,188031004,15
2019,FI,K65,56840299,51
2019,FI,L68,161014403,68
2019,FI,M69_70,224934245,148
2019,FI,M71,1021904268,419
2019,FI,M72,55446088,50
2019,FI,M73,95303022,40
2019,FI,N78,257979924,56
2019,FI,N80-82,75802678,32
2019,FI,P85,344055456,143
2019,FI,Q86,607281528,190
2019,FI,Q87_88,566456575,75
2019,FI,R90-92,90094811,44
2019,FI,S96,112660457,45
2019,FR,A01,985275620.88,1109
2019,FR,A02,316414096.96,273
2019,FR,B,73342731.25,98
2019,FR,C10-12,2288650283.46,1020
2019,FR,C13-15,505213055.26,541
2019,FR,C16,3650675281.95,1229
2019,FR,C17,553883222.39,389
2019,FR,C18,663696595.75,594
2019,FR,C19,3699148122.12,619
2019,FR,C20,424401484.16,274
2019,FR,C21,8293305226.89,1469
2019,FR,C22,27122439.69,29
2019,FR,C26,5211760077.53,2032
2019,FR,C27,1771860223.69,619
2019,FR,C28,2077196986.35,1341
2019,FR,C29,3429909123.5,988
2019,FR,C31_32,1630110640.7,1594
2019,FR,C33,4356085552.96,2405
2019,FR,D35,7545501759.43,454
2019,FR,E36,2408252724.01,191
2019,FR,E37-39,14499612900.82,3644
2019,FR,F,47311726977.36,9582
2019,FR,G47,384397834.15,122
2019,FR,H49,10630773335.08,972
2019,FR,H50,136010688.88,18
2019,FR,H51,1245319732.13,33
2019,FR,H52,5541129088.23,206
2019,FR,H53,323648962.33,147
2019,FR,I,1759463875.63,862
2019,FR,J58,22884664.76,38
2019,FR,J59_60,8375315949.22,692
2019,FR,J61,5816916064.59,511
2019,FR,J62_63,9579255401.41,2256
2019,FR,K64,1981030611.42,286
2019,FR,K65,2751071229.57,1646
2019,FR,L68,443400375.52,151
2019,FR,M69_70,3373216424.08,1769
2019,FR,M71,5773697587.15,5875
2019,FR,M72,106098261.45,63
2019,FR,M73,1042833994.81,1022
2019,FR,N78,1290607403.1,194
2019,FR,N79,444694018.69,130
2019,FR,N80-82,323846625.61,173
2019,FR,O84,682719423.61,331
2019,FR,P85,2659610427.23,643
2019,FR,Q86,192879202.86,160
2019,FR,Q87_88,968031543.89,354
2019,FR,R90-92,3705789676.49,627
2019,FR,R93,2301133611.45,113
2019,FR,S94,8271172.63,15
2019,FR,S95,496797540.9,468
2019,FR,S96,2093235627.22,289
2019,GR,A01,46673020.54,128
2019,GR,A02,134417630.64,12
2019,GR,C10-12,231418543.89,336
2019,GR,C13-15,21211335.02,36
2019,GR,C16,549125802.57,201
2019,GR,C17,8542779.5,28
2019,GR,C19,851177119.22,377
2019,GR,C20,91136024.55,48
2019,GR,C21,420181634.63,539
2019,GR,C26,345131375.69,375
2019,GR,C27,2117599370.64,129
2019,GR,C28,233768996.23,345
2019,GR,C29,342600802.72,159
2019,GR,C31_32,47242343.27,146
2019,GR,C33,293067715.38,229
2019,GR,D35,30076061.04,29
2019,GR,E37-39,745371569.97,373
2019,GR,F,2643123844.71,420
2019,GR,H49,303991207.43,171
2019,GR,H51,6781568.24,11
2019,GR,H53,34962823.88,17
2019,GR,I,265045852.58,95
2019,GR,J59_60,1056674850.42,179
2019,GR,J61,34011294.75,13
2019,GR,J62_63,201147065.78,155
2019,GR,K64,25000860.89,11
2019,GR,K65,22283628.09,24
2019,GR,M69_70,307240692.11,151
2019,GR,M71,207979003.33,164
2019,GR,M72,26758108.39,27
2019,GR,M73,20971962.28,21
2019,GR,N80-82,28060653.8,25
2019,GR,O84,23571800.28,13
2019,GR,P85,78114762.4,58
2019,GR,R90-92,15342995.84,21
2019,GR,S95,4550239.01,15
2019,GR,S96,6363003.76,14
2019,HR,C28,7577805.68,16
2019,HR,J62_63,6983489.01,17
2019,HU,C26,55608838,16
2019,HU,C27,191642286,48
2019,HU,C28,41631539,24
2019,HU,C29,1116188055.32,39
2019,HU,J62_63,45919228.38,14
2019,HU,M69_70,52619621,24
2019,IE,C10-12,610376735.37,26
2019,IE,C13-15,56167878.52,14
2019,IE,C16,217762438,62
2019,IE,C17,88233274.85,25
2019,IE,C18,24205000,27
2019,IE,C21,357413745,65
2019,IE,C26,421425898.52,101
2019,IE,C27,75544029.5,29
2019,IE,C28,81808673.52,82
2019,IE,C29,283073827.79,39
2019,IE,C31_32,93695671.56,38
2019,IE,C33,398928251.8,62
2019,IE,E37-39,687584028.99,80
2019,IE,F,6901373875.18,275
2019,IE,H49,112126679.63,24
2019,IE,H52,680570100,20
2019,IE,I,290625593.62,34
2019,IE,J59_60,415314007,59
2019,IE,J61,37284780,15
2019,IE,J62_63,1115218787.93,303
2019,IE,K64,68140382,13
2019,IE,L68,98212364,18
2019,IE,M69_70,401043082.68,154
2019,IE,M71,2164180283.81,411
2019,IE,M72,36140850.75,39
2019,IE,M73,116959234,47
2019,IE,N78,39304000,26
2019,IE,N80-82,24105167,13
2019,IE,O84,298314511.36,14
2019,IE,P85,84251930,78
2019,IE,Q86,151760489,26
2019,IE,R90-92,43615133.29,24
2019,IE,S95,8276740,12
2019,IE,S96,333482182,29
2019,IT,A01,1272336101.19,328
2019,IT,A02,14628583.37,21
2019,IT,B,200234174.72,30
2019,IT,C10-12,478132185.82,157
2019,IT,C13-15,626368550.73,135
2019,IT,C16,2219178535.21,457
2019,IT,C17,148335830.13,86
2019,IT,C18,106017757.78,33
2019,IT,C19,2411974034.73,143
2019,IT,C20,713170684.32,173
2019,IT,C21,22595563571.66,2335
2019,IT,C26,2084116165.87,773
2019,IT,C27,1806393186.13,186
2019,IT,C28,1614791206.75,444
2019,IT,C29,4803138580.27,456
2019,IT,C31_32,613186376.2,210
2019,IT,C33,8844010750.54,986
2019,IT,D35,7923252368.82,205
2019,IT,E36,121379303.43,25
2019,IT,E37-39,15839008864.97,2121
2019,IT,F,35429718698.4,1378
2019,IT,G47,96712645.99,36
2019,IT,H49,1509076702.71,499
2019,IT,H51,447763157.92,20
2019,IT,H52,744010103.27,138
2019,IT,H53,503128261.6,71
2019,IT,I,5540911755.98,657
2019,IT,J59_60,894254073.35,206
2019,IT,J61,539613466.36,63
2019,IT,J62_63,7574994160.58,890
2019,IT,K64,378888423.78,82
2019,IT,K65,3000361533.63,879
2019,IT,K66,259276517.52,115
2019,IT,L68,213659040.24,19
2019,IT,M69_70,4220010576.31,635
2019,IT,M71,3180472676.74,1412
2019,IT,M72,128362030.08,93
2019,IT,M73,228035205.71,108
2019,IT,M74_75,65561520,14
2019,IT,N78,1030652730.02,164
2019,IT,N79,66056782.39,44
2019,IT,N80-82,784240808.41,39
2019,IT,O84,379904580.5,90
2019,IT,P85,797864533.76,312
2019,IT,Q86,3813496399.13,215
2019,IT,Q87_88,5990571540.09,1048
2019,IT,R90-92,1489926679.32,188
2019,IT,R93,776377306.5,81
2019,IT,S94,82143255.92,12
2019,IT,S95,891468528.23,77
2019,IT,S96,2611843713.9,497
2019,LT,A01,7716863.67,21
2019,LT,A02,451553453.98,298
2019,LT,B,26388567.98,16
2019,LT,C10-12,489096028.59,102
2019,LT,C13-15,26632083.85,53
2019,LT,C16,153106508.79,167
2019,LT,C19,1462120601.77,102
2019,LT,C20,6531995.86,29
2019,LT,C21,522554670.22,940
2019,LT,C26,296090773.47,190
2019,LT,C27,70994753.8,47
2019,LT,C28,64929803.86,177
2019,LT,C29,183908638.24,81
2019,LT,C31_32,151084779.43,72
2019,LT,C33,121143273.83,217
2019,LT,D35,87442280.37,21
2019,LT,E37-39,167187873.06,138
2019,LT,F,2093007636.66,206
2019,LT,H49,82300157.36,45
2019,LT,H52,12857532.2,14
2019,LT,I,33851522.61,24
2019,LT,J59_60,24413550.58,51
2019,LT,J61,22247916.05,23
2019,LT,J62_63,224947513.32,380
2019,LT,K64,18238993.68,14
2019,LT,K65,387516246.86,47
2019,LT,M69_70,78104327.47,116
2019,LT,M71,167317897.38,285
2019,LT,M72,9243737.7,48
2019,LT,M73,20173746.06,37
2019,LT,N79,53336032.88,31
2019,LT,P85,4012067.03,16
2019,LT,Q87_88,12770541.27,11
2019,LT,R90-92,2492894.46,11
2019,LT,S95,5819692.76,25
2019,LT,S96,36891802.08,54
2019,LU,C16,28077812.24,23
2019,LU,C26,516154152.37,49
2019,LU,C28,16891550.63,15
2019,LU,C31_32,27981486,14
2019,LU,D35,18735429.04,14
2019,LU,E37-39,97208258.77,45
2019,LU,F,778798835.18,221
2019,LU,J62_63,777152190.4,73
2019,LU,K64,80459750,13
2019,LU,M69_70,238372728.15,46
2019,LU,M71,197980899.4,70
2019,LU,M72,8561851,18
2019,LU,M73,72029123.23,43
2019,LU,N80-82,108294500,34
2019,LU,P85,66922185,28
2019,LU,Q86,19073807.3,14
2019,LV,A01,4872301.42,11
2019,LV,A02,208062335.29,170
2019,LV,C10-12,155703964.76,128
2019,LV,C13-15,17241970.38,39
2019,LV,C16,62892203.59,107
2019,LV,C19,149484847.75,115
2019,LV,C20,16212446.12,27
2019,LV,C21,514869636.54,478
2019,LV,C26,82198894.76,300
2019,LV,C27,77976209.89,70
2019,LV,C28,41054868.02,119
2019,LV,C29,295796364.67,59
