year,country,cpa,value_total,contracts
2019,LV,C31_32,33035177.38,94
2019,LV,C33,78997460.02,92
2019,LV,D35,130417762.26,78
2019,LV,E37-39,1029650882.46,153
2019,LV,F,1492296890.71,140
2019,LV,H49,493830262.68,50
2019,LV,I,130174852.5,62
2019,LV,J59_60,14010861.5,39
2019,LV,J62_63,168036997.84,171
2019,LV,K65,37390924.28,56
2019,LV,M69_70,30194961,74
2019,LV,M71,114213950.01,192
2019,LV,M72,3815379.82,19
2019,LV,N79,15465686,17
2019,LV,N80-82,3033922.71,11
2019,LV,Q87_88,175033841.23,14
2019,MD,F,133656947.54,14
2019,MK,B,15704801,14
2019,MK,C10-12,13003845,24
2019,MK,C16,93258130.75,14
2019,MK,C19,65617124,20
2019,MK,C21,197946632.93,60
2019,MK,C26,9011064,12
2019,MK,C27,12872138,16
2019,MK,C28,19745328,18
2019,MK,C33,40112071.97,19
2019,MK,D35,6368073.26,13
2019,MK,F,991545171.51,29
2019,MT,C16,2891176.35,12
2019,MT,C21,50060729.25,118
2019,MT,C26,16495102.23,45
2019,MT,C27,10866954.92,16
2019,MT,C28,10377822.53,44
2019,MT,C29,8799320.45,11
2019,MT,C31_32,5335502.19,34
2019,MT,E37-39,70135562.96,37
2019,MT,F,379451668.07,68
2019,MT,J59_60,24455676.93,11
2019,MT,J62_63,23378612.91,31
2019,MT,M69_70,22484412.98,32
2019,MT,M71,4333007.78,16
2019,NL,A01,149806693.02,139
2019,NL,A02,123758519.85,29
2019,NL,C10-12,117334577.05,33
2019,NL,C13-15,146247298.64,47
2019,NL,C16,137376758.25,68
2019,NL,C17,55362000,42
2019,NL,C19,155347609.36,29
2019,NL,C20,29853067.63,11
2019,NL,C21,205844620.83,78
2019,NL,C26,459240072.84,295
2019,NL,C27,99257791.28,49
2019,NL,C28,309289571.46,122
2019,NL,C29,111670617.1,74
2019,NL,C31_32,214128243.86,134
2019,NL,C33,1655177529.7,167
2019,NL,D35,204110455.77,35
2019,NL,E37-39,613351597.14,310
2019,NL,F,9079954887.54,536
2019,NL,H49,217397683.15,43
2019,NL,H53,50052000,13
2019,NL,I,137117945,34
2019,NL,J59_60,558168748.25,67
2019,NL,J61,75072596.83,25
2019,NL,J62_63,2320214097.6,368
2019,NL,K64,13675500,11
2019,NL,K65,413216047.25,72
2019,NL,L68,51169700,19
2019,NL,M69_70,814169939.3,270
2019,NL,M71,657187668.55,262
2019,NL,M72,17479283.1,58
2019,NL,M73,161535870.73,43
2019,NL,N78,2107780242.78,424
2019,NL,N80-82,37232436.2,18
2019,NL,O84,356417504.4,29
2019,NL,P85,159168322.61,56
2019,NL,Q86,126107737,28
2019,NL,Q87_88,724193669.03,29
2019,NL,R90-92,41222944.39,26
2019,NL,S96,80870389.75,50
2019,PL,A01,17657096.76,27
2019,PL,A02,346624764.1,73
2019,PL,C10-12,30632584.48,12
2019,PL,C16,241415169.01,53
2019,PL,C19,516313028.27,49
2019,PL,C21,1797327624.19,271
2019,PL,C26,46514339.72,102
2019,PL,C27,54238675.55,17
2019,PL,C28,214576485.03,76
2019,PL,C29,146150018.16,29
2019,PL,C31_32,18249967.67,23
2019,PL,C33,171207472.09,66
2019,PL,D35,489639665.41,63
2019,PL,E37-39,552373263.45,241
2019,PL,F,2364385873.54,116
2019,PL,H49,39027606.06,14
2019,PL,J59_60,21247072.64,19
2019,PL,J62_63,446605927.23,76
2019,PL,K64,52489220.95,29
2019,PL,K65,28376297.75,16
2019,PL,M69_70,55438615.1,32
2019,PL,M71,202099079.11,88
2019,PL,M73,14868431.92,14
2019,PL,N79,77197789.59,13
2019,PL,P85,13474272.07,18
2019,PL,Q86,19899945.42,17
2019,PL,S95,18346031.93,12
2019,PT,A01,96669114.47,83
2019,PT,A02,65302911.43,50
2019,PT,C10-12,300974787.57,183
2019,PT,C13-15,23009429.55,46
2019,PT,C16,219354729.39,202
2019,PT,C17,6053776.84,19
2019,PT,C18,14777489.57,25
2019,PT,C19,393364531.12,115
2019,PT,C20,50311624.68,36
2019,PT,C21,398825225.27,1520
2019,PT,C26,136173717.97,209
2019,PT,C27,162368205.52,87
2019,PT,C28,196763446.7,161
2019,PT,C29,435989483.98,92
2019,PT,C31_32,26678724,64
2019,PT,C33,639025394.35,423
2019,PT,D35,319790940.74,104
2019,PT,E37-39,744918168.65,334
2019,PT,F,3253495881.26,397
2019,PT,H49,56700047.55,80
2019,PT,I,513409143.61,160
2019,PT,J59_60,34374815.3,66
2019,PT,J61,213623493.21,50
2019,PT,J62_63,373313896.55,381
2019,PT,K64,55577613.22,47
2019,PT,K65,159323964.62,180
2019,PT,M69_70,507653282.77,249
2019,PT,M71,925959472.24,254
2019,PT,M72,6244428.19,12
2019,PT,M73,51928507.69,35
2019,PT,N78,15962340.97,28
2019,PT,N79,39496613.75,50
2019,PT,N80-82,6938870.98,19
2019,PT,O84,6313174.75,17
2019,PT,P85,29982585.07,52
2019,PT,Q86,77157771.11,193
2019,PT,R90-92,70007860,14
2019,PT,S95,9647155.49,25
2019,PT,S96,187491661.83,51
2019,RO,C16,658635935.57,55
2019,RO,C21,43354900.96,14
2019,RO,C26,22575228.74,33
2019,RO,C27,114527504.59,17
2019,RO,C28,46681676.01,48
2019,RO,C29,594198521.76,21
2019,RO,C33,60892772.1,22
2019,RO,F,590796001.28,47
2019,RO,H51,16684634.15,43
2019,RO,J61,59859741.27,35
2019,RO,J62_63,61931643.97,34
2019,RO,M71,65280922.96,11
2019,SE,C26,40839544,31
2019,SE,C28,18265729,13
2019,SE,J62_63,86284000,25
2019,SE,Q86,13685000,18
2019,SI,A01,40338238.07,48
2019,SI,A02,911766472.02,178
2019,SI,C10-12,731492991.2,1462
2019,SI,C13-15,33406325.39,61
2019,SI,C16,117056831.36,161
2019,SI,C17,86712246.76,54
2019,SI,C18,42513929.54,68
2019,SI,C19,499044145.81,131
2019,SI,C20,24202375.23,38
2019,SI,C21,4843062447.13,827
2019,SI,C26,2923962797.42,1084
2019,SI,C27,169109460.2,92
2019,SI,C28,276899745.7,96
2019,SI,C29,135524445.72,84
2019,SI,C31_32,58140953.27,135
2019,SI,C33,103172276.41,196
2019,SI,D35,81522586.25,67
2019,SI,E37-39,397227135.49,322
2019,SI,F,2203903966.09,361
2019,SI,G47,30364044.22,12
2019,SI,H49,170181619.89,201
2019,SI,H51,33461892.45,39
2019,SI,H52,786623859.56,127
2019,SI,H53,133611450.6,30
2019,SI,I,12467430.84,16
2019,SI,J59_60,56494605.26,44
2019,SI,J61,20065629.69,28
2019,SI,J62_63,336519829.36,328
2019,SI,K65,126258144.22,79
2019,SI,L68,6610655.87,14
2019,SI,M69_70,428651789.08,100
2019,SI,M71,475488349.46,363
2019,SI,M72,12257787.38,19
2019,SI,M73,13622022.97,22
2019,SI,N78,29056557.87,13
2019,SI,N79,357653906.63,80
2019,SI,Q86,7180545.01,15
2019,SI,R90-92,8184927,12
2019,SI,S94,310100339.93,11
2019,SI,S95,52138225.57,42
2019,SI,S96,22164887.97,35
2019,SK,A01,19050540.27,39
2019,SK,A02,273475444.23,128
2019,SK,B,18019489.06,17
2019,SK,C10-12,54066854.8,103
2019,SK,C13-15,109427135.89,40
2019,SK,C16,291457112.49,103
2019,SK,C17,22243755.05,40
2019,SK,C18,22047286.24,16
2019,SK,C19,436473532.25,82
2019,SK,C20,19011424.82,21
2019,SK,C21,1006411821.99,446
2019,SK,C26,557538652.42,226
2019,SK,C27,218779379.06,43
2019,SK,C28,327977681.76,391
2019,SK,C29,169267037.34,70
2019,SK,C31_32,49059157.65,62
2019,SK,C33,323143612.92,102
2019,SK,D35,465768651.5,108
2019,SK,E37-39,773129594.77,116
2019,SK,F,31776793788.48,361
2019,SK,H49,511968809.88,33
2019,SK,H52,17898191.46,11
2019,SK,I,170406861.86,56
2019,SK,J59_60,102719094.25,29
2019,SK,J61,42281409.31,28
2019,SK,J62_63,1256905348.1,296
2019,SK,K65,99403689.1,43
2019,SK,M69_70,216681895.95,60
2019,SK,M71,787594905.83,198
2019,SK,O84,9059852.35,15
2019,SK,Q87_88,36372456.88,21
2019,SK,S95,22931708.07,15
2019,SK,S96,8816751.96,11
2019,UK,C26,405313553,15
2019,UK,C27,13272791.74,11
2019,UK,C28,105210614.33,25
2019,UK,C33,622258308.5,20
2019,UK,E37-39,84864361.33,32
2019,UK,F,2406914923.45,51
2019,UK,I,19331996.45,15
2019,UK,J62_63,125550943.77,39
2019,UK,M69_70,33997786.98,22
2019,UK,M71,118939931.49,16
2019,UK,M72,48705276.33,37
2019,UK,P85,140141874.93,20
2020,AT,A01,32993512.25,55
2020,AT,A02,24977159.73,20
2020,AT,B,13219708,11
2020,AT,C10-12,103381025.02,25
2020,AT,C13-15,228732352.31,49
2020,AT,C16,134349657.09,155
2020,AT,C18,28712046.05,19
2020,AT,C20,136309117.82,36
2020,AT,C21,1456154558.01,324
2020,AT,C26,578286259.57,174
2020,AT,C27,224822276.09,52
2020,AT,C28,1639806939.07,197
2020,AT,C29,1765969946.59,70
2020,AT,C31_32,106706065.66,72
2020,AT,C33,907146713.45,47
2020,AT,E37-39,1492875335.3,189
2020,AT,F,16340479712.92,1149
2020,AT,H49,1592193648.96,43
2020,AT,J59_60,685866502.6,41
2020,AT,J61,34706570.23,12
2020,AT,J62_63,1558416078.26,285
2020,AT,M69_70,675281303.11,92
2020,AT,M71,676361492.41,487
2020,AT,M72,24464385.75,24
2020,AT,M73,119085360.44,49
2020,AT,N80-82,34968043.75,12
2020,AT,O84,55739066.41,14
2020,AT,P85,349079349.5,232
2020,AT,Q86,527132870.84,20
2020,AT,Q87_88,6879179.56,12
2020,AT,R90-92,8464277.31,27
2020,AT,S96,21538918.6,12
2020,BE,A01,60415444.88,86
2020,BE,A02,55758421.22,22
2020,BE,C10-12,145022399.48,147
2020,BE,C13-15,120380512.68,66
2020,BE,C16,172249772.78,121
2020,BE,C17,91410388.21,42
2020,BE,C18,21517178.08,29
2020,BE,C19,82513835.89,34
2020,BE,C20,16146200.32,20
2020,BE,C21,618802572.1,297
2020,BE,C26,1097773389.7,216
2020,BE,C27,426437025.49,49
2020,BE,C28,720568348.24,129
2020,BE,C29,477782164.91,88
2020,BE,C31_32,154915188.03,93
2020,BE,C33,463358961.09,186
2020,BE,D35,858774770.79,32
2020,BE,E37-39,1187004468.2,439
2020,BE,F,6678849636.73,423
2020,BE,G47,134093202.28,15
2020,BE,H49,1004126439.77,57
2020,BE,H52,150489153.73,25
2020,BE,H53,61860738.83,21
2020,BE,I,553563900.53,42
2020,BE,J59_60,113253832.46,50
2020,BE,J61,199922839.38,22
2020,BE,J62_63,3692056770.1,322
2020,BE,K64,56454250.18,15
2020,BE,K65,274617633.47,152
2020,BE,M69_70,1862169043.01,303
2020,BE,M71,599916320.33,344
2020,BE,M72,369600735.33,183
2020,BE,M73,604594846.09,140
2020,BE,N78,261131863.14,40
2020,BE,N80-82,373588579.07,24
2020,BE,O84,42958930.01,38
2020,BE,P85,231854787.09,68
2020,BE,Q86,137849818.01,38
2020,BE,Q87_88,44275477,11
2020,BE,R90-92,955622045.73,33
2020,BE,S95,170627099.29,21
2020,BE,S96,40731899.12,35
2020,CY,C16,16164722.12,26
2020,CY,C21,207968714.58,198
2020,CY,C26,22628029.52,23
2020,CY,C27,941920137,11
2020,CY,C29,18835352.8,12
2020,CY,C33,6448275,23
2020,CY,E37-39,36287132.6,16
2020,CY,F,938005420.71,54
2020,CY,J62_63,55382034.87,44
2020,CY,K65,13569033,13
2020,CY,M69_70,16207563,20
2020,CY,M71,42163645,23
2020,CZ,C26,42964335.11,29
2020,CZ,C28,108105963.67,13
2020,CZ,F,22567116.89,16
2020,CZ,J62_63,403925848.01,31
2020,DE,A01,510907464.37,164
2020,DE,A02,151329712.78,181
2020,DE,B,28738882.41,31
2020,DE,C10-12,84717666.32,101
2020,DE,C13-15,163911087.46,120
2020,DE,C16,1310220954.53,1777
2020,DE,C17,120288755.93,112
2020,DE,C18,50786521.22,54
2020,DE,C19,753415300.24,170
2020,DE,C20,220988147.4,99
2020,DE,C21,1122100598.64,548
2020,DE,C26,3321907268.85,1683
2020,DE,C27,436405627.92,240
2020,DE,C28,1760037191.97,777
2020,DE,C29,1090106687.74,299
2020,DE,C31_32,793092913.75,533
2020,DE,C33,264603495.17,286
2020,DE,D35,2509714054.81,273
2020,DE,E36,96766927.95,20
2020,DE,E37-39,3214368164.7,1572
2020,DE,F,275186019128.25,21675
2020,DE,G47,69304182.04,37
2020,DE,H49,1482861174.42,241
2020,DE,H51,187453802.48,26
2020,DE,H52,240245266.99,46
2020,DE,H53,226915163.27,91
2020,DE,I,987726223.65,175
2020,DE,J59_60,1672480926.56,373
2020,DE,J61,1216676817.54,99
2020,DE,J62_63,6659616086.22,1641
2020,DE,K64,135085729.9,26
2020,DE,K65,62029702.05,61
2020,DE,L68,418518247.05,43
2020,DE,M69_70,3025758708.39,785
2020,DE,M71,13756665945.5,6719
2020,DE,M72,1129724349.87,384
2020,DE,M73,410161423.62,206
2020,DE,N78,170863383.6,95
2020,DE,N79,13396803,15
2020,DE,N80-82,66337577.37,76
2020,DE,O84,1661089787.39,288
2020,DE,P85,519561650.42,193
2020,DE,Q86,393729530.51,93
2020,DE,Q87_88,342276434.71,117
2020,DE,R90-92,238019070.82,85
2020,DE,S95,31782443.14,26
2020,DE,S96,248078585.53,162
2020,DK,C26,29358326.95,71
2020,DK,C27,951219162,12
2020,DK,C28,42115621,13
2020,DK,F,3523882234.6,43
2020,DK,J62_63,249965224.35,44
2020,DK,M69_70,135541184,12
2020,DK,M71,365789580,22
2020,EE,A01,14566787.58,25
2020,EE,A02,65235202,24
2020,EE,C10-12,55228637.58,47
2020,EE,C13-15,27599933,39
2020,EE,C16,77385314.96,42
2020,EE,C18,6413514,13
2020,EE,C19,108038959.16,21
2020,EE,C21,531247307.49,317
2020,EE,C26,81160109.91,141
2020,EE,C27,15429673.65,15
2020,EE,C28,21978863.24,42
2020,EE,C29,27898959.52,23
2020,EE,C31_32,46690664.11,88
2020,EE,C33,80093315.4,76
2020,EE,D35,61776740.45,26
2020,EE,E37-39,163268984.54,80
2020,EE,F,1099558741.62,120
2020,EE,H49,54170905.7,20
2020,EE,H52,5474379.55,11
2020,EE,I,20238074.99,15
2020,EE,J59_60,39019952.08,39
2020,EE,J62_63,765440592.55,291
2020,EE,K64,137525881.54,15
2020,EE,L68,6301342.48,12
2020,EE,M69_70,39430389.03,47
2020,EE,M71,61211938.24,134
2020,EE,M72,9576271.5,33
2020,EE,M73,8866933.44,20
2020,EE,N79,50272330,22
2020,EE,N80-82,2646000,15
2020,EE,P85,27161510.72,69
2020,EE,Q86,332779835.6,253
2020,EE,Q87_88,26021149.5,82
2020,EE,S96,9655447.8,11
2020,ES,A01,1550377864.66,554
2020,ES,A02,52705228.15,94
2020,ES,B,154589121.93,65
2020,ES,C10-12,634033423.35,406
2020,ES,C13-15,731152014.58,371
2020,ES,C16,1367717818.34,814
2020,ES,C17,168350358.16,159
2020,ES,C18,72526990.29,140
2020,ES,C19,2273344303.62,498
2020,ES,C20,272315886.18,265
2020,ES,C21,12073472367.92,4447
2020,ES,C26,2336901448.76,1559
2020,ES,C27,495084466.58,465
2020,ES,C28,1132932377.7,798
2020,ES,C29,1621130937.21,403
2020,ES,C31_32,326466444.15,482
2020,ES,C33,9325032395.88,3076
2020,ES,D35,4766586940.02,400
2020,ES,E36,673820488.58,59
2020,ES,E37-39,12644126886.57,2971
2020,ES,F,12400647240.83,1294
2020,ES,G47,402033368.05,80
2020,ES,H49,3620553444.64,557
2020,ES,H50,30636455.35,13
2020,ES,H51,671245598.97,109
2020,ES,H52,473967740.29,211
2020,ES,H53,1015977928.3,130
2020,ES,I,2541263808.57,465
2020,ES,J59_60,739384223.52,390
2020,ES,J61,883140387.46,365
2020,ES,J62_63,5655389066.46,3011
2020,ES,K64,90486601.26,71
2020,ES,K65,1134548355.22,599
2020,ES,L68,70759713.76,20
2020,ES,M69_70,3872613546.38,1354
2020,ES,M71,2792793937.92,1979
2020,ES,M72,148274806.67,140
2020,ES,M73,973854890.28,452
2020,ES,N78,128931527.83,77
2020,ES,N79,195261087.54,121
2020,ES,N80-82,497261697.82,222
2020,ES,O84,286821156.19,132
2020,ES,P85,1187107114.91,505
2020,ES,Q86,3402777370.55,508
2020,ES,Q87_88,5420878622.81,969
2020,ES,R90-92,619919275.04,459
2020,ES,R93,461986749.22,214
2020,ES,S94,49274774.22,34
2020,ES,S95,779174652.83,522
2020,ES,S96,1307533292.56,489
2020,FI,A01,54911365,44
2020,FI,A02,90595893,37
2020,FI,B,25926759,23
2020,FI,C10-12,920021085,72
2020,FI,C13-15,288929162,77
2020,FI,C16,125947636,101
2020,FI,C17,191718000,23
2020,FI,C18,15619000,14
2020,FI,C19,178648400,13
2020,FI,C20,66266508,18
2020,FI,C21,2087086028.09,554
2020,FI,C26,184639637.03,165
2020,FI,C27,271594338,40
2020,FI,C28,174312734.51,195
2020,FI,C29,635747415,47
2020,FI,C31_32,309514408.99,144
2020,FI,C33,555956551.28,182
2020,FI,D35,359741907,105
2020,FI,E37-39,722645668.79,364
2020,FI,F,8074793722.2,747
2020,FI,G47,48149000,12
2020,FI,H49,1342184855,274
2020,FI,H50,100301033,20
2020,FI,H52,22248369,17
2020,FI,I,308538753,78
2020,FI,J59_60,175323369.58,53
2020,FI,J61,66706728,26
2020,FI,J62_63,2135596838.1,572
2020,FI,K64,27628874,12
2020,FI,K65,30186009,35
2020,FI,L68,276981178,84
2020,FI,M69_70,298366387,184
2020,FI,M71,1324535994.76,492
2020,FI,M72,88713404.59,66
2020,FI,M73,236222800,43
2020,FI,N78,204394119,66
2020,FI,N80-82,125440136,55
2020,FI,O84,51829789,11
2020,FI,P85,187381324,156
2020,FI,Q86,1036759903.6,215
2020,FI,Q87_88,1088665717,82
2020,FI,R90-92,17177895,29
2020,FI,S96,139489263,56
2020,FR,A01,1088015642.79,944
2020,FR,A02,313232771.97,280
2020,FR,B,66314585.19,77
2020,FR,C10-12,2576716483.37,894
2020,FR,C13-15,1032416317.9,593
2020,FR,C16,3271191939.27,1034
2020,FR,C17,269012120.1,301
2020,FR,C18,448697491.69,517
2020,FR,C19,2814967714.39,455
2020,FR,C20,284454186.28,233
2020,FR,C21,9779724758.75,1357
2020,FR,C22,8045805.8,15
2020,FR,C26,4839889107.44,1660
2020,FR,C27,845356602.05,524
2020,FR,C28,1111230275.29,984
2020,FR,C29,1970535316.78,714
2020,FR,C31_32,1223523700.32,1217
2020,FR,C33,6840933710.36,2644
2020,FR,D35,9243419516.75,339
2020,FR,E36,2952200660.09,117
2020,FR,E37-39,10419552695.32,3269
2020,FR,F,45141081256.75,7737
2020,FR,G47,107235962.42,123
2020,FR,H49,13129931137.95,925
2020,FR,H50,62252848,14
2020,FR,H51,1620499523.78,49
2020,FR,H52,2822849876.75,187
2020,FR,H53,862429986.91,129
2020,FR,I,1608563056.62,589
2020,FR,J58,270510460,25
2020,FR,J59_60,1152913311.27,391
2020,FR,J61,5899650140.94,455
2020,FR,J62_63,11916886092.1,2173
2020,FR,K64,762368644.28,264
2020,FR,K65,2482570959.11,1483
2020,FR,L68,932022396.88,124
2020,FR,M69_70,2976068355.74,1585
2020,FR,M71,6020318629.13,5629
2020,FR,M72,40751766.68,42
2020,FR,M73,909285248.86,930
2020,FR,N78,307309686.97,229
2020,FR,N79,1138257572,104
2020,FR,N80-82,728878191.16,168
2020,FR,O84,568141213.88,335
2020,FR,P85,2754711425.83,564
2020,FR,Q86,183440755.82,144
2020,FR,Q87_88,1345258885.54,285
2020,FR,R90-92,3178696044.91,436
2020,FR,R93,2096860612.68,93
2020,FR,S94,20061279,15
2020,FR,S95,797616671.63,624
2020,FR,S96,527082261.65,281
2020,GR,A01,170034891.41,155
2020,GR,C10-12,281664414.12,315
2020,GR,C13-15,33830189.51,62
2020,GR,C16,303647687.33,280
2020,GR,C17,14337488.57,32
2020,GR,C19,1657453620.12,405
2020,GR,C20,63335558.05,80
2020,GR,C21,246401889.2,556
2020,GR,C26,340722917.02,505
2020,GR,C27,211403953.01,103
2020,GR,C28,460170639.15,326
2020,GR,C29,425137558.04,171
2020,GR,C31_32,75385950.07,129
2020,GR,C33,310189758.07,256
2020,GR,D35,90082683.74,21
2020,GR,E37-39,551203422.6,485
2020,GR,F,5380853115.66,429
2020,GR,H49,862808148.48,216
2020,GR,H50,117270517.37,13
2020,GR,H51,54278748.85,22
2020,GR,H53,23262739.18,34
2020,GR,I,207503752.86,65
2020,GR,J59_60,167877258.89,136
2020,GR,J61,21755314.4,15
2020,GR,J62_63,428528608.91,219
2020,GR,K64,73601451.61,16
2020,GR,K65,12896745.81,20
2020,GR,M69_70,265681986.56,237
2020,GR,M71,176520841.26,218
2020,GR,M72,23692750.03,25
2020,GR,M73,57275128.42,31
2020,GR,N79,9232645.14,15
2020,GR,N80-82,30872184.82,35
2020,GR,O84,21292379.28,14
2020,GR,P85,106119419.65,71
2020,GR,R90-92,4520410.24,18
2020,GR,R93,6191729.42,11
2020,GR,S96,10478195.1,11
2020,HR,C28,13652319.44,13
2020,HR,J62_63,34129189.54,11
2020,HU,C21,13238404,14
2020,HU,C27,241153133,38
2020,HU,C28,53383838,44
2020,HU,C29,76344743.57,27
2020,HU,C33,35553434,12
2020,HU,J62_63,30157664,22
2020,HU,M69_70,27686992,27
2020,HU,M73,3218550,23
2020,IE,A01,21606069,24
2020,IE,C10-12,279662393,15
2020,IE,C13-15,15997338.4,12
2020,IE,C16,188247076.2,79
2020,IE,C17,100232032,18
2020,IE,C18,114501267,45
2020,IE,C21,911488803.92,67
2020,IE,C26,310382110.27,112
2020,IE,C27,138627570,19
2020,IE,C28,1482488971.65,101
2020,IE,C29,66950616.5,45
2020,IE,C31_32,163271043.4,65
2020,IE,C33,276915961.2,81
2020,IE,E37-39,883739146.2,88
2020,IE,F,7114372281.24,276
2020,IE,G47,6180983,12
2020,IE,H49,119501441.43,38
2020,IE,I,224844215.13,19
2020,IE,J59_60,195701930,41
2020,IE,J61,305209739,17
2020,IE,J62_63,1821868860.27,384
2020,IE,K64,110795392,21
2020,IE,K65,221801760,23
2020,IE,M69_70,1046723295.54,173
2020,IE,M71,2073145776.79,550
2020,IE,M72,23263042.9,35
2020,IE,M73,416471920,52
2020,IE,N78,447848696,36
2020,IE,N80-82,224660000,11
2020,IE,O84,308009260,15
2020,IE,P85,58964420,55
2020,IE,Q86,100888520.2,35
2020,IE,R90-92,139105313.01,20
2020,IE,S95,22211615,13
2020,IE,S96,226529180.27,21
2020,IT,A01,1189712682.21,360
2020,IT,A02,21244817.84,27
2020,IT,B,50473412.76,19
2020,IT,C10-12,950414224.87,141
2020,IT,C13-15,1419413754.11,185
2020,IT,C16,4403013814.12,440
2020,IT,C17,244561843.86,96
2020,IT,C18,117783861.66,74
2020,IT,C19,2729140353.64,133
2020,IT,C20,997500456.69,180
2020,IT,C21,19760505406.23,2316
2020,IT,C26,2548566342.02,706
2020,IT,C27,807624988.45,200
2020,IT,C28,2551213680.58,441
2020,IT,C29,3924068579.03,422
2020,IT,C31_32,239542513.35,175
2020,IT,C33,4927355359.92,1023
2020,IT,D35,5080438465.4,169
2020,IT,E36,40417383.19,22
2020,IT,E37-39,11789994655.17,2169
2020,IT,F,29389025669.68,1536
2020,IT,G47,135053830.33,60
2020,IT,H49,2254142310.31,283
2020,IT,H50,495076242.93,12
2020,IT,H51,671024561.42,30
2020,IT,H52,1317109252.06,133
2020,IT,H53,411876287.44,65
2020,IT,I,3398704183.86,426
2020,IT,J59_60,629721251.85,186
2020,IT,J61,688363901.04,45
2020,IT,J62_63,4138797571.58,849
2020,IT,K64,275861786.44,72
2020,IT,K65,2619818970.62,930
2020,IT,K66,248285783.74,102
2020,IT,M69_70,3705315260.74,552
2020,IT,M71,5086839746.37,1723
2020,IT,M72,129862389.35,103
2020,IT,M73,475137822.36,119
2020,IT,N78,956452827.3,144
2020,IT,N79,74105088.34,35
2020,IT,N80-82,493633835.82,40
2020,IT,O84,372113194.21,77
2020,IT,P85,886130188.4,224
2020,IT,Q86,2067694714.52,234
2020,IT,Q87_88,3992988038.98,921
2020,IT,R90-92,314828618.5,160
2020,IT,R93,524875787.61,63
2020,IT,S95,954448505.51,94
2020,IT,S96,2538371472.42,520
2020,LT,A01,5404866.33,12
2020,LT,A02,61869511.26,98
2020,LT,B,44470079.02,19
2020,LT,C10-12,40459033.88,63
2020,LT,C13-15,52045827.95,96
2020,LT,C16,153980828.15,129
2020,LT,C19,541749378.62,72
2020,LT,C20,75626703.09,46
2020,LT,C21,1573445260.08,1223
2020,LT,C26,331219776.92,220
2020,LT,C27,25466765.46,36
2020,LT,C28,89010517.74,166
2020,LT,C29,65062849.92,52
2020,LT,C31_32,20528772.08,114
2020,LT,C33,85992835.61,236
2020,LT,D35,422846543.96,24
2020,LT,E37-39,153143994.09,122
2020,LT,F,3709944069.47,258
2020,LT,H49,31953453.02,27
2020,LT,H52,6297819.05,11
2020,LT,I,61884909.24,57
2020,LT,J59_60,29658593.56,69
2020,LT,J61,9717416.54,20
2020,LT,J62_63,197204321.18,436
2020,LT,K64,30547719.41,17
2020,LT,K65,34784813.5,52
2020,LT,M69_70,224766294.09,156
2020,LT,M71,108302271.14,340
2020,LT,M72,13722937.67,48
2020,LT,M73,35264995.89,45
2020,LT,N79,28768704.77,58
2020,LT,P85,15336737.88,24
2020,LT,Q86,5122964.01,14
2020,LT,Q87_88,24606029.44,25
2020,LT,S95,13304086.52,40
2020,LT,S96,12182869.92,47
2020,LU,C10-12,5404185.1,11
2020,LU,C16,29147793.35,24
2020,LU,C21,598075640.78,43
2020,LU,C26,360004578.87,32
2020,LU,C28,5553957.38,12
2020,LU,C31_32,16096706.55,14
2020,LU,C33,49948111.43,13
2020,LU,E37-39,49513119.24,26
2020,LU,F,660733519.2,233
2020,LU,J62_63,1165680497.89,117
2020,LU,K64,57977240,24
2020,LU,M69_70,274165824.52,87
2020,LU,M71,210681154.18,51
2020,LU,M72,16554795,26
2020,LU,M73,48932075.05,52
2020,LU,P85,69746089.39,38
2020,LU,Q86,78465747.85,15
2020,LV,A01,8883730.65,19
2020,LV,A02,90338227.76,142
2020,LV,B,26363292.63,20
2020,LV,C10-12,116974031.91,195
2020,LV,C13-15,13447500.19,26
2020,LV,C16,71255666.4,120
2020,LV,C17,4307558.12,11
2020,LV,C19,145331144.62,111
2020,LV,C20,7394959.97,25
2020,LV,C21,307032092.05,495
2020,LV,C26,233968900.87,351
2020,LV,C27,126965223.91,46
2020,LV,C28,352043655.97,127
2020,LV,C29,95745931.01,55
2020,LV,C31_32,21601444.12,96
2020,LV,C33,57328014.07,127
2020,LV,D35,91183373.29,94
2020,LV,E37-39,384346899.62,143
2020,LV,F,1374923965.97,234
2020,LV,H49,490366473.63,62
2020,LV,I,103120508.54,44
2020,LV,J59_60,22299302.85,68
2020,LV,J61,6557032.71,20
2020,LV,J62_63,308143561.09,198
2020,LV,K65,35571826.95,75
2020,LV,M69_70,44673153.52,69
2020,LV,M71,151099705.06,184
2020,LV,M72,6939300.83,39
2020,LV,M73,5879409.31,19
2020,LV,N79,7625001.18,12
2020,LV,N80-82,13262857.33,17
2020,LV,P85,9635394.63,34
2020,LV,R90-92,4671842.71,11
2020,MK,C19,51760748.62,13
2020,MK,C21,76420734.27,33
2020,MK,C33,57748387.11,18
2020,MK,D35,10795802.37,21
2020,MK,F,756298514.25,16
2020,MT,C21,44291107.67,57
2020,MT,C26,20752739.16,21
2020,MT,C31_32,2565968.74,13
2020,MT,E37-39,15503891.22,38
2020,MT,F,224062690.7,55
2020,MT,J62_63,50472292.04,26
2020,MT,M69_70,116378104.52,40
2020,MT,M71,12592976.28,13
2020,MT,O84,5821913,12
